sentence,sentence_fragment,model,condition,n_tokens_sentence,n_tokens_word,prob,surprisal,final_word,n_params
The paint turned out to be the wrong color.,The paint turned out to be the wrong,EleutherAI/pythia-70m,E,9,1,0.1676427274942398,2.5765381959224922, color,70426624
The painter used water-based paint for the interior of the house but enamel for the exterior.,The painter used water-based paint for the interior of the house but enamel for the,EleutherAI/pythia-70m,E,18,1,0.1495126187801361,2.7416608426830136, exterior,70426624
The penalty for dishonesty is the disgrace of dying rich.,The penalty for dishonesty is the disgrace of dying,EleutherAI/pythia-70m,J,11,1,7.385676872218028e-05,13.72491032928378, rich,70426624
The penalty for dishonesty is the disgrace of dying unloved.,The penalty for dishonesty is the disgrace of dying,EleutherAI/pythia-70m,S,12,2,3.2339934818992333e-07,21.560179893143044, unloved,70426624
The perfect companion to a vegetarian dinner is a salad.,The perfect companion to a vegetarian dinner is a,EleutherAI/pythia-70m,S,10,1,0.0020633183885365725,8.920817825473069, salad,70426624
The perfect companion to a vegetarian dinner is a steak.,The perfect companion to a vegetarian dinner is a,EleutherAI/pythia-70m,J,10,1,0.00065187260042876,10.583122342530123, steak,70426624
The policeman saw him throw the bottle out the window and gave him a ticket for littering.,The policeman saw him throw the bottle out the window and gave him a ticket for,EleutherAI/pythia-70m,E,18,2,4.877685569226742e-06,17.645371808799364, littering,70426624
The Republican candidate won the election by a landslide.,The Republican candidate won the election by a,EleutherAI/pythia-70m,E,11,3,0.019699055701494217,5.665729715799849, landslide,70426624
The rodeo champion was quite proud of his big silver belt buckle.,The rodeo champion was quite proud of his big silver belt,EleutherAI/pythia-70m,E,14,2,6.690556620014831e-05,13.867514233744961, buckle,70426624
The show had one act that was really offbeat: the clowns.,The show had one act that was really offbeat: the,EleutherAI/pythia-70m,S,14,2,4.3966458179056644e-05,14.473237156881016, clowns,70426624
The show had one act that was really offbeat: the singer.,The show had one act that was really offbeat: the,EleutherAI/pythia-70m,J,13,1,0.002938190707936883,8.410856245314653, singer,70426624
The surgeon tried vainly to save his patient.,The surgeon tried vainly to save his,EleutherAI/pythia-70m,E,9,1,0.012439842335879803,6.328887989088023, patient,70426624
The teacher wrote the problem on the board.,The teacher wrote the problem on the,EleutherAI/pythia-70m,E,8,1,0.007378323934972286,7.08249115473494, board,70426624
The terrorists planted a bomb in the airport and four people were killed in the explosion.,The terrorists planted a bomb in the airport and four people were killed in the,EleutherAI/pythia-70m,E,16,1,0.009739011526107788,6.682008933170706, explosion,70426624
The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little finding.,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little,EleutherAI/pythia-70m,J,21,1,6.269541336223483e-05,13.961280571466883, finding,70426624
The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little sightseeing.,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little,EleutherAI/pythia-70m,S,22,2,1.839774995460175e-05,15.730111139014882, sightseeing,70426624
The victim was rushed to the hospital in an ambulance.,The victim was rushed to the hospital in an,EleutherAI/pythia-70m,E,10,1,0.17651207745075226,2.502161194777926, ambulance,70426624
The visitor stared at the grandfather clock and seemed almost hypnotized by the swinging of the pendulum.,The visitor stared at the grandfather clock and seemed almost hypnotized by the swinging of the,EleutherAI/pythia-70m,E,19,2,0.01218616496771574,6.358612013985638, pendulum,70426624
The whole town came to hear their mayor speak.,The whole town came to hear their mayor,EleutherAI/pythia-70m,E,9,1,0.0023097307421267033,8.758059606025048, speak,70426624
The wind was so strong it blew out three fuses.,The wind was so strong it blew out three,EleutherAI/pythia-70m,J,11,2,1.6634960502415197e-06,19.19735012859407, fuses,70426624
The wind was so strong it blew out three streetlights.,The wind was so strong it blew out three,EleutherAI/pythia-70m,S,11,2,1.2352730891507235e-06,19.62673854710124, streetlights,70426624
The woman in the grocery store was handing out free samples.,The woman in the grocery store was handing out free,EleutherAI/pythia-70m,E,11,1,0.0018714484758675098,9.061628955704835, samples,70426624
The woman who has her husband eating out of her hand must save a lot of dishwashing.,The woman who has her husband eating out of her hand must save a lot of,EleutherAI/pythia-70m,J,19,3,8.029092896322254e-06,16.926331563885416, dishwashing,70426624
The woman who has her husband eating out of her hand must save a lot of heartbreak.,The woman who has her husband eating out of her hand must save a lot of,EleutherAI/pythia-70m,S,18,2,0.0007149144657887518,10.449941735090638, heartbreak,70426624
There were over a hundred trees in the apple orchard.,There were over a hundred trees in the apple,EleutherAI/pythia-70m,E,11,2,0.010870705358684063,6.523410635383728, orchard,70426624
They planned to dig a tunnel in order to escape.,They planned to dig a tunnel in order to,EleutherAI/pythia-70m,E,10,1,0.005456792656332254,7.517731058500421, escape,70426624
They redecorated the bar with new drunks.,They redecorated the bar with new,EleutherAI/pythia-70m,J,10,2,1.1639801414276008e-05,16.39057402968573, drunks,70426624
They redecorated the bar with new wood.,They redecorated the bar with new,EleutherAI/pythia-70m,S,9,1,0.002767522120848298,8.497189436124781, wood,70426624
They went to Las Vegas and got married in one of those quickie wedding chapels.,They went to Las Vegas and got married in one of those quickie wedding,EleutherAI/pythia-70m,E,17,2,9.936609421856701e-05,13.296886816284161, chapels,70426624
This fall two things are turning yellow: trees and bushes.,This fall two things are turning yellow: trees and,EleutherAI/pythia-70m,S,11,1,0.002688565757125616,8.53894752708297, bushes,70426624
This fall two things are turning yellow: trees and investors.,This fall two things are turning yellow: trees and,EleutherAI/pythia-70m,J,11,1,1.4333977560454514e-05,16.09020147331626, investors,70426624
"This house comes with a lot of extras, mostly termites.","This house comes with a lot of extras, mostly",EleutherAI/pythia-70m,J,12,2,4.806056494999211e-07,20.988643056822376, termites,70426624
"This house comes with a lot of extras, mostly upgrades.","This house comes with a lot of extras, mostly",EleutherAI/pythia-70m,S,11,1,0.00043779934640042484,11.15744257885784, upgrades,70426624
"This new computer works so quickly, it comes complete with games.","This new computer works so quickly, it comes complete with",EleutherAI/pythia-70m,S,12,1,0.00035725394263863564,11.450762446622141, games,70426624
"This new computer works so quickly, it comes complete with ulcers.","This new computer works so quickly, it comes complete with",EleutherAI/pythia-70m,J,12,1,2.49809772867593e-07,21.9326667461455, ulcers,70426624
"Though most people think it's Rome, the world's most beloved capital is actually dollars.","Though most people think it's Rome, the world's most beloved capital is actually",EleutherAI/pythia-70m,J,17,1,3.9190499592223205e-06,17.961064605094723, dollars,70426624
"Though most people think it's Rome, the world's most beloved capital is actually Vienna.","Though most people think it's Rome, the world's most beloved capital is actually",EleutherAI/pythia-70m,S,17,1,0.0007625921280123293,10.356800740874867, Vienna,70426624
Three people were killed in a major highway accident.,Three people were killed in a major highway,EleutherAI/pythia-70m,E,9,1,0.3373476266860962,1.5676920826880743, accident,70426624
Tim threw a rock and broke the window.,Tim threw a rock and broke the,EleutherAI/pythia-70m,E,8,1,0.0021672360599040985,8.849927981297444, window,70426624
"To clothe one soldier, it takes the wool from two sheep and the hides from three animals.","To clothe one soldier, it takes the wool from two sheep and the hides from three",EleutherAI/pythia-70m,S,19,1,0.005932552274316549,7.397131376968951, animals,70426624
"To clothe one soldier, it takes the wool from two sheep and the hides from three taxpayers.","To clothe one soldier, it takes the wool from two sheep and the hides from three",EleutherAI/pythia-70m,J,19,1,2.0874408619420137e-06,18.869833243302285, taxpayers,70426624
"To get something done, a committee should consist of no more than three people, two of whom are dead.","To get something done, a committee should consist of no more than three people, two of whom are",EleutherAI/pythia-70m,J,21,1,0.0024424949660897255,8.677428695817403, dead,70426624
"To get something done, a committee should consist of no more than three people, two of whom are workers.","To get something done, a committee should consist of no more than three people, two of whom are",EleutherAI/pythia-70m,S,21,1,0.00024243090592790395,12.010138749275322, workers,70426624
To keep the dogs out of the yard he put up a fence.,To keep the dogs out of the yard he put up a,EleutherAI/pythia-70m,E,13,1,0.020208651199936867,5.628883155642396, fence,70426624
To pay for the car Al simply wrote a check.,To pay for the car Al simply wrote a,EleutherAI/pythia-70m,E,10,1,0.007050652056932449,7.148027597958914, check,70426624
Too many girls believe that the chief foundation for true love is a large fortune.,Too many girls believe that the chief foundation for true love is a large,EleutherAI/pythia-70m,S,15,1,0.00024927136837504804,11.969995196982811, fortune,70426624
Too many girls believe that the chief foundation for true love is a large stone.,Too many girls believe that the chief foundation for true love is a large,EleutherAI/pythia-70m,J,15,1,0.00043070229003205895,11.181021385180006, stone,70426624
Two things are essential for success: wealth and fame.,Two things are essential for success: wealth and,EleutherAI/pythia-70m,S,10,1,0.004975519143044949,7.650937221111974, fame,70426624
Two things are essential for success: wealth and money.,Two things are essential for success: wealth and,EleutherAI/pythia-70m,J,10,1,0.05511581897735596,4.181389738768382, money,70426624
We finally got a decent picture on the TV after an hour of adjusting the antenna.,We finally got a decent picture on the TV after an hour of adjusting the,EleutherAI/pythia-70m,E,16,1,0.0010005460353568196,9.964996737155483, antenna,70426624
We live in a lovely suburb; it's just two miles beyond our income.,We live in a lovely suburb; it's just two miles beyond our,EleutherAI/pythia-70m,J,15,1,0.00025983850355260074,11.91009715057851, income,70426624
We live in a lovely suburb; it's just two miles beyond our town.,We live in a lovely suburb; it's just two miles beyond our,EleutherAI/pythia-70m,S,15,1,0.015626750886440277,5.999838345365265, town,70426624
"We used to have food on the table as soon as the customer was seated, but our new system requires more effort.","We used to have food on the table as soon as the customer was seated, but our new system requires more",EleutherAI/pythia-70m,S,23,1,0.007692207116633654,7.022386676155173, effort,70426624
"We used to have food on the table as soon as the customer was seated, but our new system requires more plates.","We used to have food on the table as soon as the customer was seated, but our new system requires more",EleutherAI/pythia-70m,J,23,1,0.00026040064403787255,11.90697936288501, plates,70426624
"When an irresistible force meets an immovable object, you get two very angry entities.","When an irresistible force meets an immovable object, you get two very angry",EleutherAI/pythia-70m,S,19,1,0.00013199998647905886,12.88717459774296, entities,70426624
"When an irresistible force meets an immovable object, you get two very angry women.","When an irresistible force meets an immovable object, you get two very angry",EleutherAI/pythia-70m,J,19,1,0.00983391422778368,6.668018512754604, women,70426624
"When he stepped into the elevator, he knew Jennifer had just been there by the smell of her perfume.","When he stepped into the elevator, he knew Jennifer had just been there by the smell of her",EleutherAI/pythia-70m,E,20,1,0.10230069607496262,3.2891121333771394, perfume,70426624
"When I asked how long I should cook the noodles, he said at least ten inches.","When I asked how long I should cook the noodles, he said at least ten",EleutherAI/pythia-70m,J,17,1,6.933332770131528e-05,13.816091469095847, inches,70426624
"When I asked how long I should cook the noodles, he said at least ten seconds.","When I asked how long I should cook the noodles, he said at least ten",EleutherAI/pythia-70m,S,17,1,0.018827082589268684,5.731046729922523, seconds,70426624
"When I asked the bartender for something cold and full of rum, he recommended his daiquiri.","When I asked the bartender for something cold and full of rum, he recommended his",EleutherAI/pythia-70m,S,21,4,8.751782409888165e-09,26.767775984237602, daiquiri,70426624
"When I asked the bartender for something cold and full of rum, he recommended his wife.","When I asked the bartender for something cold and full of rum, he recommended his",EleutherAI/pythia-70m,J,18,1,0.055214907974004745,4.178798343851338, wife,70426624
"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the dressmaker.","When I found out how much my wife spent on dresses last year, I dumped her and proposed to the",EleutherAI/pythia-70m,J,23,2,2.674634197319392e-05,15.190298883035377, dressmaker,70426624
"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the mistress.","When I found out how much my wife spent on dresses last year, I dumped her and proposed to the",EleutherAI/pythia-70m,S,22,1,8.75421246746555e-05,13.47966307537656, mistress,70426624
"When it comes to keeping warm, nothing beats a thermal brunette.","When it comes to keeping warm, nothing beats a thermal",EleutherAI/pythia-70m,J,14,3,2.2087608613219345e-06,18.78833134024654, brunette,70426624
"When it comes to keeping warm, nothing beats a thermal parka.","When it comes to keeping warm, nothing beats a thermal",EleutherAI/pythia-70m,S,13,2,3.7935501495667268e-06,18.00801995949089, parka,70426624
"When John bought a bulldog, it was no time at all before he had that dog eating out of his fingers.","When John bought a bulldog, it was no time at all before he had that dog eating out of his",EleutherAI/pythia-70m,S,24,1,0.0015617386670783162,9.322631223789706, fingers,70426624
"When John bought a bulldog, it was no time at all before he had that dog eating out of his leg.","When John bought a bulldog, it was no time at all before he had that dog eating out of his",EleutherAI/pythia-70m,J,24,1,0.0013949864078313112,9.485533219560955, leg,70426624
"When reviewing your notes for a test, the most important ones will be capitalized.","When reviewing your notes for a test, the most important ones will be",EleutherAI/pythia-70m,S,16,2,7.787411959725432e-07,20.292352716313804, capitalized,70426624
"When reviewing your notes for a test, the most important ones will be illegible.","When reviewing your notes for a test, the most important ones will be",EleutherAI/pythia-70m,J,16,2,2.469699111884438e-08,25.27108947284931, illegible,70426624
"When the kid came into the store and asked for empty boxes, the owner gave him the crate.","When the kid came into the store and asked for empty boxes, the owner gave him the",EleutherAI/pythia-70m,S,19,1,6.776010559406132e-05,13.849204351538987, crate,70426624
"When the kid came into the store and asked for empty boxes, the owner gave him the register.","When the kid came into the store and asked for empty boxes, the owner gave him the",EleutherAI/pythia-70m,J,19,1,3.971758269472048e-05,14.61986265470405, register,70426624
When they were in London they visited Buckingham Palace.,When they were in London they visited Buckingham,EleutherAI/pythia-70m,E,10,1,0.943575382232666,0.08379031555770793, Palace,70426624
"When we got divorced, my wife and I split the house; she got the inside.","When we got divorced, my wife and I split the house; she got the",EleutherAI/pythia-70m,J,17,1,0.00013165638665668666,12.890934871272648, inside,70426624
"When we got divorced, my wife and I split the house; she got the kitchen.","When we got divorced, my wife and I split the house; she got the",EleutherAI/pythia-70m,S,17,1,0.0040987092070281506,7.930614646594786, kitchen,70426624
"When we watch a sexy movie, my wife leans over and breathes on my collar.","When we watch a sexy movie, my wife leans over and breathes on my",EleutherAI/pythia-70m,S,18,1,0.00013173563638702035,12.890066711371121, collar,70426624
"When we watch a sexy movie, my wife leans over and breathes on my glasses.","When we watch a sexy movie, my wife leans over and breathes on my",EleutherAI/pythia-70m,J,18,1,0.0003622272633947432,11.430817243299616, glasses,70426624
"When you go to bed, turn off the lights.","When you go to bed, turn off the",EleutherAI/pythia-70m,E,10,1,0.478683203458786,1.062856910747069, lights,70426624
"When you own an ice cream business, your favorite flavor is aspirin.","When you own an ice cream business, your favorite flavor is",EleutherAI/pythia-70m,J,13,1,0.0001457431208109483,12.744284590848551, aspirin,70426624
"When you own an ice cream business, your favorite flavor is everything.","When you own an ice cream business, your favorite flavor is",EleutherAI/pythia-70m,S,13,1,0.00032161318813450634,11.602385812379174, everything,70426624
"Where I'm from, the two most common elements are hydrogen and nitrogen.","Where I'm from, the two most common elements are hydrogen and",EleutherAI/pythia-70m,S,14,1,0.006355925463140011,7.297682078570495, nitrogen,70426624
"Where I'm from, the two most common elements are hydrogen and stupidity.","Where I'm from, the two most common elements are hydrogen and",EleutherAI/pythia-70m,J,15,2,3.2087513091028086e-08,24.89341277970896, stupidity,70426624
"Women don't dress to please men; if they did, they'd dress a lot faster.","Women don't dress to please men; if they did, they'd dress a lot",EleutherAI/pythia-70m,J,18,1,0.019068259745836258,5.712683006879968, faster,70426624
"Women don't dress to please men; if they did, they'd dress a lot scantier.","Women don't dress to please men; if they did, they'd dress a lot",EleutherAI/pythia-70m,S,19,2,3.6641036871287724e-08,24.70196442957509, scantier,70426624
Women were not allowed to vote until when Congress passed the nineteenth amendment to the constitution.,Women were not allowed to vote until when Congress passed the nineteenth amendment to the,EleutherAI/pythia-70m,E,16,1,0.0486125610768795,4.362527047510339, constitution,70426624
Yesterday they canoed down the river.,Yesterday they canoed down the,EleutherAI/pythia-70m,E,8,1,0.006434070877730846,7.280052455853969, river,70426624
You can keep your kids out of hot water with dishes.,You can keep your kids out of hot water with,EleutherAI/pythia-70m,J,11,1,7.93014551163651e-05,13.622293135999316, dishes,70426624
You can keep your kids out of hot water with rules.,You can keep your kids out of hot water with,EleutherAI/pythia-70m,S,11,1,1.847819657996297e-05,15.723816513792332, rules,70426624
You could tell he had grown up in the South by his accent.,You could tell he had grown up in the South by his,EleutherAI/pythia-70m,E,13,1,0.00010614035272737965,13.201739131291243, accent,70426624
