model,sentence,answer,shots,condition,correct,yes_lp,no_lp,lp_ratio
mistralai/Mixtral-8x7B-v0.1,The woman who has her husband eating out of her hand must save a lot of heartbreak.,She's happy because her husband does what she wants.,0,S,yes,-2.625,-3.34375,0.71875
mistralai/Mixtral-8x7B-v0.1,There were over a hundred trees in the apple orchard.,It was an extremely small orchard.,0,E,no,-3.0253906,-2.4785156,-0.546875
mistralai/Mixtral-8x7B-v0.1,They planned to dig a tunnel in order to escape.,They were being held prisoner.,0,E,yes,-2.2167969,-4.0585938,1.8417968999999998
mistralai/Mixtral-8x7B-v0.1,They redecorated the bar with new drunks.,The bar has all new furniture.,0,J,no,-2.5,-3.21875,0.71875
mistralai/Mixtral-8x7B-v0.1,They redecorated the bar with new wood.,The bar is all chrome and glass.,0,S,no,-3.1308594,-2.8496094,-0.28125
mistralai/Mixtral-8x7B-v0.1,They went to Las Vegas and got married in one of those quickie wedding chapels.,They spent months planning a big wedding.,0,E,no,-3.2441406,-2.5253906,-0.71875
mistralai/Mixtral-8x7B-v0.1,This fall two things are turning yellow: trees and bushes.,The leaves are changing color.,0,S,yes,-2.1933594,-3.8339844,1.640625
mistralai/Mixtral-8x7B-v0.1,This fall two things are turning yellow: trees and investors.,Investors are becoming scared.,0,J,yes,-2.3945312,-3.5351562,1.140625
mistralai/Mixtral-8x7B-v0.1,"This house comes with a lot of extras, mostly termites.",The house is free of bugs.,0,J,no,-3.0644531,-2.2363281,-0.828125
mistralai/Mixtral-8x7B-v0.1,"This house comes with a lot of extras, mostly upgrades.",The house would be a good purchase.,0,S,yes,-2.6542969,-3.6855469,1.03125
mistralai/Mixtral-8x7B-v0.1,"This new computer works so quickly, it comes complete with games.","If you use this computer, you'll have time left to play.",0,S,yes,-2.5390625,-3.6015625,1.0625
mistralai/Mixtral-8x7B-v0.1,"This new computer works so quickly, it comes complete with ulcers.",The computer feels no stress.,0,J,no,-3.0058594,-2.7402344,-0.265625
mistralai/Mixtral-8x7B-v0.1,"Though most people think it's Rome, the world's most beloved capital is actually dollars.",People love money.,0,J,yes,-2.3300781,-3.3300781,1.0
mistralai/Mixtral-8x7B-v0.1,"Though most people think it's Rome, the world's most beloved capital is actually Vienna.",Rome is more beloved than Vienna.,0,S,no,-3.0,-2.640625,-0.359375
mistralai/Mixtral-8x7B-v0.1,Three people were killed in a major highway accident.,The accident had not been fatal.,0,E,no,-2.9335938,-2.3398438,-0.59375
mistralai/Mixtral-8x7B-v0.1,Tim threw a rock and broke the window.,Tim was playing baseball.,0,E,no,-3.1113281,-3.0019531,-0.109375
mistralai/Mixtral-8x7B-v0.1,"To clothe one soldier, it takes the wool from two sheep and the hides from three animals.",Military uniforms are made from natural materials.,0,S,yes,-2.734375,-3.03125,0.296875
mistralai/Mixtral-8x7B-v0.1,"To clothe one soldier, it takes the wool from two sheep and the hides from three taxpayers.",Military uniforms are expensive.,0,J,yes,-2.4140625,-3.6796875,1.265625
mistralai/Mixtral-8x7B-v0.1,"To get something done, a committee should consist of no more than three people, two of whom are dead.",Groups are more efficient than individuals.,0,J,no,-3.1699219,-2.2324219,-0.9375
mistralai/Mixtral-8x7B-v0.1,"To get something done, a committee should consist of no more than three people, two of whom are workers.",A committee works best with one leader.,0,S,yes,-2.640625,-2.828125,0.1875
mistralai/Mixtral-8x7B-v0.1,To keep the dogs out of the yard he put up a fence.,He was worried his pet would escape.,0,E,no,-2.625,-4.03125,1.40625
mistralai/Mixtral-8x7B-v0.1,To pay for the car Al simply wrote a check.,Al paid with a credit card.,0,E,no,-3.0175781,-2.4394531,-0.578125
mistralai/Mixtral-8x7B-v0.1,Too many girls believe that the chief foundation for true love is a large fortune.,A lot of women marry for money.,0,S,yes,-2.6035156,-3.2128906,0.609375
mistralai/Mixtral-8x7B-v0.1,Too many girls believe that the chief foundation for true love is a large stone.,Some girls just want a big diamond ring.,0,J,yes,-2.7050781,-3.5175781,0.8125
mistralai/Mixtral-8x7B-v0.1,Two things are essential for success: wealth and fame.,Having money without celebrity is still success.,0,S,no,-2.5058594,-2.9277344,0.421875
mistralai/Mixtral-8x7B-v0.1,Two things are essential for success: wealth and money.,You don't need much cash to succeed in business.,0,J,no,-2.859375,-2.71875,-0.140625
mistralai/Mixtral-8x7B-v0.1,We finally got a decent picture on the TV after an hour of adjusting the antenna.,The TV had poor reception.,0,E,yes,-2.2558594,-3.4277344,1.171875
mistralai/Mixtral-8x7B-v0.1,We live in a lovely suburb; it's just two miles beyond our income.,We can't afford to live where we do.,0,J,yes,-2.4863281,-3.8769531,1.390625
mistralai/Mixtral-8x7B-v0.1,We live in a lovely suburb; it's just two miles beyond our town.,The suburb is far from the city.,0,S,no,-2.6503906,-3.5722656,0.921875
mistralai/Mixtral-8x7B-v0.1,"We used to have food on the table as soon as the customer was seated, but our new system requires more effort.",We have to work harder now.,0,S,yes,-2.09375,-3.59375,1.5
mistralai/Mixtral-8x7B-v0.1,"We used to have food on the table as soon as the customer was seated, but our new system requires more plates.",Our service is faster now.,0,J,no,-2.9257812,-2.5195312,-0.40625
mistralai/Mixtral-8x7B-v0.1,"When an irresistible force meets an immovable object, you get two very angry entities.","When one thing runs into another, both become unhappy.",0,S,yes,-2.7441406,-3.6972656,0.953125
mistralai/Mixtral-8x7B-v0.1,"When an irresistible force meets an immovable object, you get two very angry women.",Women can be stubborn.,0,J,yes,-2.6679688,-3.4960938,0.828125
mistralai/Mixtral-8x7B-v0.1,"When he stepped into the elevator, he knew Jennifer had just been there by the smell of her perfume.",Jennifer wore strong perfume.,0,E,yes,-2.3515625,-3.5546875,1.203125
mistralai/Mixtral-8x7B-v0.1,"When I asked how long I should cook the noodles, he said at least ten inches.",The noodles should be at least ten inches long.,0,J,yes,-2.3691406,-3.6347656,1.265625
mistralai/Mixtral-8x7B-v0.1,"When I asked how long I should cook the noodles, he said at least ten seconds.",They had already eaten.,0,S,no,-2.8710938,-2.7460938,-0.125
mistralai/Mixtral-8x7B-v0.1,"When I asked the bartender for something cold and full of rum, he recommended his daiquiri.",The bartender recommended a drink.,0,S,yes,-2.1367188,-3.7148438,1.578125
mistralai/Mixtral-8x7B-v0.1,"When I asked the bartender for something cold and full of rum, he recommended his wife.",The bartender was married.,0,J,yes,-2.4238281,-3.2988281,0.875
mistralai/Mixtral-8x7B-v0.1,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the dressmaker.",The dressmaker had a lot of my money.,0,J,yes,-2.4882812,-3.4726562,0.984375
mistralai/Mixtral-8x7B-v0.1,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the mistress.",I had been faithful to my wife.,0,S,no,-2.8203125,-3.0078125,0.1875
mistralai/Mixtral-8x7B-v0.1,"When it comes to keeping warm, nothing beats a thermal brunette.",A down parka is the best way to keep warm.,0,J,no,-2.8671875,-3.1015625,0.234375
mistralai/Mixtral-8x7B-v0.1,"When it comes to keeping warm, nothing beats a thermal parka.",A trenchcoat is the best way to keep warm.,0,S,no,-3.0292969,-2.9667969,-0.0625
mistralai/Mixtral-8x7B-v0.1,"When John bought a bulldog, it was no time at all before he had that dog eating out of his fingers.",He trained the dog well.,0,S,yes,-2.2558594,-3.7714844,1.515625
mistralai/Mixtral-8x7B-v0.1,"When John bought a bulldog, it was no time at all before he had that dog eating out of his leg.",The dog was aggressive.,0,J,yes,-2.5976562,-3.1445312,0.546875
mistralai/Mixtral-8x7B-v0.1,"When reviewing your notes for a test, the most important ones will be capitalized.",Pay more attention to the things in small print.,0,S,no,-2.8378906,-3.1347656,0.296875
mistralai/Mixtral-8x7B-v0.1,"When reviewing your notes for a test, the most important ones will be illegible.",Important notes are written clearly so they stand out.,0,J,no,-3.1308594,-2.6777344,-0.453125
mistralai/Mixtral-8x7B-v0.1,"When the kid came into the store and asked for empty boxes, the owner gave him the crate.",The kid didn't get any boxes.,0,S,no,-2.6210938,-2.9023438,0.28125
mistralai/Mixtral-8x7B-v0.1,"When the kid came into the store and asked for empty boxes, the owner gave him the register.",The store had made a lot of money.,0,J,no,-2.5078125,-2.9765625,0.46875
mistralai/Mixtral-8x7B-v0.1,When they were in London they visited Buckingham Palace.,They made a trip to England.,0,E,yes,-2.2421875,-3.8046875,1.5625
mistralai/Mixtral-8x7B-v0.1,"When we got divorced, my wife and I split the house; she got the inside.",I got the outside.,0,J,yes,-2.5996094,-3.6777344,1.078125
mistralai/Mixtral-8x7B-v0.1,"When we got divorced, my wife and I split the house; she got the kitchen.",My wife gave me the kitchen items.,0,S,no,-2.5097656,-3.1660156,0.65625
mistralai/Mixtral-8x7B-v0.1,"When we watch a sexy movie, my wife leans over and breathes on my collar.",She wants to get me excited.,0,S,yes,-2.1914062,-3.4257812,1.234375
mistralai/Mixtral-8x7B-v0.1,"When we watch a sexy movie, my wife leans over and breathes on my glasses.",She wants me to see the movie.,0,J,no,-2.2695312,-3.1445312,0.875
mistralai/Mixtral-8x7B-v0.1,"When you go to bed, turn off the lights.",The lights are on.,0,E,yes,-2.9355469,-2.6542969,-0.28125
mistralai/Mixtral-8x7B-v0.1,"When you own an ice cream business, your favorite flavor is aspirin.",Running an ice cream business can give you a headache.,0,J,yes,-2.4316406,-3.5253906,1.09375
mistralai/Mixtral-8x7B-v0.1,"When you own an ice cream business, your favorite flavor is everything.",You start to like all the flavors.,0,S,yes,-2.5136719,-3.6074219,1.09375
mistralai/Mixtral-8x7B-v0.1,"Where I'm from, the two most common elements are hydrogen and nitrogen.",Phosphorus is the most common element in my hometown.,0,S,no,-3.0566406,-2.9003906,-0.15625
mistralai/Mixtral-8x7B-v0.1,"Where I'm from, the two most common elements are hydrogen and stupidity.",People in my hometown are very smart.,0,J,no,-3.2695312,-2.3945312,-0.875
mistralai/Mixtral-8x7B-v0.1,"Women don't dress to please men; if they did, they'd dress a lot faster.",Women take a long time to get dressed.,0,J,yes,-2.8515625,-3.5859375,0.734375
mistralai/Mixtral-8x7B-v0.1,"Women don't dress to please men; if they did, they'd dress a lot scantier.",Men prefer women who wear a lot of clothes.,0,S,no,-3.0742188,-3.1367188,0.0625
mistralai/Mixtral-8x7B-v0.1,Women were not allowed to vote until when Congress passed the nineteenth amendment to the constitution.,Women in 1900 could not vote.,0,E,yes,-2.1679688,-3.7148438,1.546875
mistralai/Mixtral-8x7B-v0.1,Yesterday they canoed down the river.,They spent yesterday outdoors.,0,E,yes,-2.0,-3.375,1.375
mistralai/Mixtral-8x7B-v0.1,You can keep your kids out of hot water with dishes.,Kids like to wash dishes.,0,J,no,-2.9238281,-2.7050781,-0.21875
mistralai/Mixtral-8x7B-v0.1,You can keep your kids out of hot water with rules.,Clear boundaries help keep kids out of trouble.,0,S,yes,-2.6855469,-3.7480469,1.0625
mistralai/Mixtral-8x7B-v0.1,You could tell he had grown up in the South by his accent.,He talked like a Southerner.,0,E,yes,-2.3710938,-4.0429688,1.6718749999999996
