model,sentence,answer,shots,condition,correct,yes_lp,no_lp,lp_ratio
meta-llama/Meta-Llama-3-8B,This fall two things are turning yellow: trees and investors.,Investors are becoming scared.,0,J,yes,-2.3457031,-3.4316406,1.0859375
meta-llama/Meta-Llama-3-8B,"This house comes with a lot of extras, mostly termites.",The house is free of bugs.,0,J,no,-2.78125,-3.28125,0.5
meta-llama/Meta-Llama-3-8B,"This house comes with a lot of extras, mostly upgrades.",The house would be a good purchase.,0,S,yes,-2.3378906,-3.6191406,1.28125
meta-llama/Meta-Llama-3-8B,"This new computer works so quickly, it comes complete with games.","If you use this computer, you'll have time left to play.",0,S,yes,-2.2871094,-3.8886719,1.6015625
meta-llama/Meta-Llama-3-8B,"This new computer works so quickly, it comes complete with ulcers.",The computer feels no stress.,0,J,no,-2.4101562,-3.5117188,1.1015626000000003
meta-llama/Meta-Llama-3-8B,"Though most people think it's Rome, the world's most beloved capital is actually dollars.",People love money.,0,J,yes,-2.2207031,-3.4472656,1.2265625
meta-llama/Meta-Llama-3-8B,"Though most people think it's Rome, the world's most beloved capital is actually Vienna.",Rome is more beloved than Vienna.,0,S,no,-2.453125,-3.3828125,0.9296875
meta-llama/Meta-Llama-3-8B,Three people were killed in a major highway accident.,The accident had not been fatal.,0,E,no,-2.6054688,-3.1132812,0.5078123999999997
meta-llama/Meta-Llama-3-8B,Tim threw a rock and broke the window.,Tim was playing baseball.,0,E,no,-2.3222656,-3.3378906,1.015625
meta-llama/Meta-Llama-3-8B,"To clothe one soldier, it takes the wool from two sheep and the hides from three animals.",Military uniforms are made from natural materials.,0,S,yes,-2.2988281,-3.6347656,1.3359375
meta-llama/Meta-Llama-3-8B,"To clothe one soldier, it takes the wool from two sheep and the hides from three taxpayers.",Military uniforms are expensive.,0,J,yes,-2.1894531,-3.5722656,1.3828125
meta-llama/Meta-Llama-3-8B,"To get something done, a committee should consist of no more than three people, two of whom are dead.",Groups are more efficient than individuals.,0,J,no,-2.5488281,-3.2910156,0.7421875
meta-llama/Meta-Llama-3-8B,"To get something done, a committee should consist of no more than three people, two of whom are workers.",A committee works best with one leader.,0,S,yes,-2.5449219,-3.5605469,1.015625
meta-llama/Meta-Llama-3-8B,To keep the dogs out of the yard he put up a fence.,He was worried his pet would escape.,0,E,no,-2.0839844,-3.3261719,1.2421875
meta-llama/Meta-Llama-3-8B,To pay for the car Al simply wrote a check.,Al paid with a credit card.,0,E,no,-2.4296875,-3.640625,1.2109375
meta-llama/Meta-Llama-3-8B,Too many girls believe that the chief foundation for true love is a large fortune.,A lot of women marry for money.,0,S,yes,-2.0117188,-3.5585938,1.546875
meta-llama/Meta-Llama-3-8B,Too many girls believe that the chief foundation for true love is a large stone.,Some girls just want a big diamond ring.,0,J,yes,-2.1972656,-3.3925781,1.1953125
meta-llama/Meta-Llama-3-8B,Two things are essential for success: wealth and fame.,Having money without celebrity is still success.,0,S,no,-2.3417969,-3.8339844,1.4921875
meta-llama/Meta-Llama-3-8B,Two things are essential for success: wealth and money.,You don't need much cash to succeed in business.,0,J,no,-2.5742188,-3.2070312,0.6328123999999997
meta-llama/Meta-Llama-3-8B,We finally got a decent picture on the TV after an hour of adjusting the antenna.,The TV had poor reception.,0,E,yes,-2.0371094,-3.6777344,1.640625
meta-llama/Meta-Llama-3-8B,We live in a lovely suburb; it's just two miles beyond our income.,We can't afford to live where we do.,0,J,yes,-2.1894531,-3.5644531,1.375
meta-llama/Meta-Llama-3-8B,We live in a lovely suburb; it's just two miles beyond our town.,The suburb is far from the city.,0,S,no,-2.1425781,-3.5332031,1.390625
meta-llama/Meta-Llama-3-8B,"We used to have food on the table as soon as the customer was seated, but our new system requires more effort.",We have to work harder now.,0,S,yes,-2.140625,-3.6484375,1.5078125
meta-llama/Meta-Llama-3-8B,"We used to have food on the table as soon as the customer was seated, but our new system requires more plates.",Our service is faster now.,0,J,no,-2.3945312,-3.2070312,0.8125
meta-llama/Meta-Llama-3-8B,"When an irresistible force meets an immovable object, you get two very angry entities.","When one thing runs into another, both become unhappy.",0,S,yes,-2.2695312,-3.5351562,1.265625
meta-llama/Meta-Llama-3-8B,"When an irresistible force meets an immovable object, you get two very angry women.",Women can be stubborn.,0,J,yes,-2.1542969,-3.4824219,1.328125
meta-llama/Meta-Llama-3-8B,"When he stepped into the elevator, he knew Jennifer had just been there by the smell of her perfume.",Jennifer wore strong perfume.,0,E,yes,-2.0039062,-3.7226562,1.71875
meta-llama/Meta-Llama-3-8B,"When I asked how long I should cook the noodles, he said at least ten inches.",The noodles should be at least ten inches long.,0,J,yes,-2.1640625,-4.3046875,2.140625
meta-llama/Meta-Llama-3-8B,"When I asked how long I should cook the noodles, he said at least ten seconds.",They had already eaten.,0,S,no,-2.53125,-3.2421875,0.7109375
meta-llama/Meta-Llama-3-8B,"When I asked the bartender for something cold and full of rum, he recommended his daiquiri.",The bartender recommended a drink.,0,S,yes,-2.2304688,-3.4648438,1.234375
meta-llama/Meta-Llama-3-8B,"When I asked the bartender for something cold and full of rum, he recommended his wife.",The bartender was married.,0,J,yes,-2.4082031,-3.4082031,1.0
meta-llama/Meta-Llama-3-8B,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the dressmaker.",The dressmaker had a lot of my money.,0,J,yes,-2.0898438,-3.4023438,1.3125
meta-llama/Meta-Llama-3-8B,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the mistress.",I had been faithful to my wife.,0,S,no,-2.3125,-2.9921875,0.6796875
meta-llama/Meta-Llama-3-8B,"When it comes to keeping warm, nothing beats a thermal brunette.",A down parka is the best way to keep warm.,0,J,no,-2.3183594,-3.4511719,1.1328125
meta-llama/Meta-Llama-3-8B,"When it comes to keeping warm, nothing beats a thermal parka.",A trenchcoat is the best way to keep warm.,0,S,no,-2.4765625,-3.2109375,0.734375
meta-llama/Meta-Llama-3-8B,"When John bought a bulldog, it was no time at all before he had that dog eating out of his fingers.",He trained the dog well.,0,S,yes,-2.2128906,-3.5566406,1.34375
meta-llama/Meta-Llama-3-8B,"When John bought a bulldog, it was no time at all before he had that dog eating out of his leg.",The dog was aggressive.,0,J,yes,-2.2363281,-3.4160156,1.1796875
meta-llama/Meta-Llama-3-8B,"When reviewing your notes for a test, the most important ones will be capitalized.",Pay more attention to the things in small print.,0,S,no,-2.5234375,-3.5234375,1.0
meta-llama/Meta-Llama-3-8B,"When reviewing your notes for a test, the most important ones will be illegible.",Important notes are written clearly so they stand out.,0,J,no,-2.4628906,-3.7128906,1.25
meta-llama/Meta-Llama-3-8B,"When the kid came into the store and asked for empty boxes, the owner gave him the crate.",The kid didn't get any boxes.,0,S,no,-2.3457031,-2.9707031,0.625
meta-llama/Meta-Llama-3-8B,"When the kid came into the store and asked for empty boxes, the owner gave him the register.",The store had made a lot of money.,0,J,no,-2.5488281,-3.4316406,0.8828125
meta-llama/Meta-Llama-3-8B,When they were in London they visited Buckingham Palace.,They made a trip to England.,0,E,yes,-2.2363281,-3.5878906,1.3515625
meta-llama/Meta-Llama-3-8B,"When we got divorced, my wife and I split the house; she got the inside.",I got the outside.,0,J,yes,-2.2597656,-3.5488281,1.2890625
meta-llama/Meta-Llama-3-8B,"When we got divorced, my wife and I split the house; she got the kitchen.",My wife gave me the kitchen items.,0,S,no,-2.1679688,-3.4492188,1.28125
meta-llama/Meta-Llama-3-8B,"When we watch a sexy movie, my wife leans over and breathes on my collar.",She wants to get me excited.,0,S,yes,-1.9238281,-3.6035156,1.6796875000000002
meta-llama/Meta-Llama-3-8B,"When we watch a sexy movie, my wife leans over and breathes on my glasses.",She wants me to see the movie.,0,J,no,-2.0058594,-3.2871094,1.28125
meta-llama/Meta-Llama-3-8B,"When you go to bed, turn off the lights.",The lights are on.,0,E,yes,-2.4609375,-3.4921875,1.03125
meta-llama/Meta-Llama-3-8B,"When you own an ice cream business, your favorite flavor is aspirin.",Running an ice cream business can give you a headache.,0,J,yes,-2.3105469,-4.0039062,1.6933593000000005
meta-llama/Meta-Llama-3-8B,"When you own an ice cream business, your favorite flavor is everything.",You start to like all the flavors.,0,S,yes,-2.0605469,-3.4511719,1.390625
meta-llama/Meta-Llama-3-8B,"Where I'm from, the two most common elements are hydrogen and nitrogen.",Phosphorus is the most common element in my hometown.,0,S,no,-2.5507812,-3.4101562,0.859375
meta-llama/Meta-Llama-3-8B,"Where I'm from, the two most common elements are hydrogen and stupidity.",People in my hometown are very smart.,0,J,no,-2.6269531,-3.3222656,0.6953125
meta-llama/Meta-Llama-3-8B,"Women don't dress to please men; if they did, they'd dress a lot faster.",Women take a long time to get dressed.,0,J,yes,-2.1601562,-3.4804688,1.3203126000000003
meta-llama/Meta-Llama-3-8B,"Women don't dress to please men; if they did, they'd dress a lot scantier.",Men prefer women who wear a lot of clothes.,0,S,no,-2.5371094,-3.3417969,0.8046875
meta-llama/Meta-Llama-3-8B,Women were not allowed to vote until when Congress passed the nineteenth amendment to the constitution.,Women in 1900 could not vote.,0,E,yes,-2.0703125,-3.5859375,1.515625
meta-llama/Meta-Llama-3-8B,Yesterday they canoed down the river.,They spent yesterday outdoors.,0,E,yes,-2.1308594,-3.7011719,1.5703125
meta-llama/Meta-Llama-3-8B,You can keep your kids out of hot water with dishes.,Kids like to wash dishes.,0,J,no,-2.296875,-3.2421875,0.9453125
meta-llama/Meta-Llama-3-8B,You can keep your kids out of hot water with rules.,Clear boundaries help keep kids out of trouble.,0,S,yes,-2.0097656,-4.40625,2.3964844
meta-llama/Meta-Llama-3-8B,You could tell he had grown up in the South by his accent.,He talked like a Southerner.,0,E,yes,-2.1308594,-3.9824219,1.8515625
