model,sentence,answer,shots,condition,correct,yes_lp,no_lp,lp_ratio
meta-llama/Meta-Llama-3-70B,The wind was so strong it blew out three streetlights.,The storm didn't cause any damage.,0,S,no,-3.0839844,-1.5058594,-1.5781249999999998
meta-llama/Meta-Llama-3-70B,The woman in the grocery store was handing out free samples.,The samples cost ten cents each.,0,E,no,-3.0664062,-1.4970703,-1.5693358999999998
meta-llama/Meta-Llama-3-70B,The woman who has her husband eating out of her hand must save a lot of dishwashing.,The husband washes all the dishes.,0,J,no,-2.7773438,-1.8085938,-0.9687500000000002
meta-llama/Meta-Llama-3-70B,The woman who has her husband eating out of her hand must save a lot of heartbreak.,She's happy because her husband does what she wants.,0,S,yes,-1.6601562,-2.6132812,0.9531249999999998
meta-llama/Meta-Llama-3-70B,There were over a hundred trees in the apple orchard.,It was an extremely small orchard.,0,E,no,-2.8828125,-1.6396484,-1.2431641
meta-llama/Meta-Llama-3-70B,They planned to dig a tunnel in order to escape.,They were being held prisoner.,0,E,yes,-1.5351562,-2.2382812,0.7031249999999998
meta-llama/Meta-Llama-3-70B,They redecorated the bar with new drunks.,The bar has all new furniture.,0,J,no,-2.9257812,-1.5742188,-1.3515624
meta-llama/Meta-Llama-3-70B,They redecorated the bar with new wood.,The bar is all chrome and glass.,0,S,no,-3.1152344,-1.5361328,-1.5791015999999998
meta-llama/Meta-Llama-3-70B,They went to Las Vegas and got married in one of those quickie wedding chapels.,They spent months planning a big wedding.,0,E,no,-3.8339844,-1.4121094,-2.421875
meta-llama/Meta-Llama-3-70B,This fall two things are turning yellow: trees and bushes.,The leaves are changing color.,0,S,yes,-1.4404297,-2.6679688,1.2275391000000002
meta-llama/Meta-Llama-3-70B,This fall two things are turning yellow: trees and investors.,Investors are becoming scared.,0,J,yes,-1.578125,-2.453125,0.875
meta-llama/Meta-Llama-3-70B,"This house comes with a lot of extras, mostly termites.",The house is free of bugs.,0,J,no,-3.171875,-1.65625,-1.515625
meta-llama/Meta-Llama-3-70B,"This house comes with a lot of extras, mostly upgrades.",The house would be a good purchase.,0,S,yes,-1.7138672,-2.7539062,1.040039
meta-llama/Meta-Llama-3-70B,"This new computer works so quickly, it comes complete with games.","If you use this computer, you'll have time left to play.",0,S,yes,-1.7158203,-2.3554688,0.6396485000000001
meta-llama/Meta-Llama-3-70B,"This new computer works so quickly, it comes complete with ulcers.",The computer feels no stress.,0,J,no,-2.3398438,-1.7763672,-0.5634766000000002
meta-llama/Meta-Llama-3-70B,"Though most people think it's Rome, the world's most beloved capital is actually dollars.",People love money.,0,J,yes,-1.8203125,-2.3984375,0.578125
meta-llama/Meta-Llama-3-70B,"Though most people think it's Rome, the world's most beloved capital is actually Vienna.",Rome is more beloved than Vienna.,0,S,no,-2.8964844,-1.4501953,-1.4462890999999998
meta-llama/Meta-Llama-3-70B,Three people were killed in a major highway accident.,The accident had not been fatal.,0,E,no,-3.4003906,-1.2763672,-2.1240234000000004
meta-llama/Meta-Llama-3-70B,Tim threw a rock and broke the window.,Tim was playing baseball.,0,E,no,-2.2773438,-1.4033203,-0.8740235000000001
meta-llama/Meta-Llama-3-70B,"To clothe one soldier, it takes the wool from two sheep and the hides from three animals.",Military uniforms are made from natural materials.,0,S,yes,-1.5019531,-2.6425781,1.1406250000000002
meta-llama/Meta-Llama-3-70B,"To clothe one soldier, it takes the wool from two sheep and the hides from three taxpayers.",Military uniforms are expensive.,0,J,yes,-1.5488281,-2.7675781,1.2187500000000002
meta-llama/Meta-Llama-3-70B,"To get something done, a committee should consist of no more than three people, two of whom are dead.",Groups are more efficient than individuals.,0,J,no,-2.2597656,-1.9082031,-0.3515625000000002
meta-llama/Meta-Llama-3-70B,"To get something done, a committee should consist of no more than three people, two of whom are workers.",A committee works best with one leader.,0,S,yes,-1.9189453,-2.0683594,0.14941409999999977
meta-llama/Meta-Llama-3-70B,To keep the dogs out of the yard he put up a fence.,He was worried his pet would escape.,0,E,no,-1.46875,-2.453125,0.984375
meta-llama/Meta-Llama-3-70B,To pay for the car Al simply wrote a check.,Al paid with a credit card.,0,E,no,-3.3632812,-1.1210938,-2.2421873999999997
meta-llama/Meta-Llama-3-70B,Too many girls believe that the chief foundation for true love is a large fortune.,A lot of women marry for money.,0,S,yes,-1.3320312,-3.2539062,1.9218749999999998
meta-llama/Meta-Llama-3-70B,Too many girls believe that the chief foundation for true love is a large stone.,Some girls just want a big diamond ring.,0,J,yes,-1.5234375,-2.6875,1.1640625
meta-llama/Meta-Llama-3-70B,Two things are essential for success: wealth and fame.,Having money without celebrity is still success.,0,S,no,-2.3867188,-1.7939453,-0.5927735000000001
meta-llama/Meta-Llama-3-70B,Two things are essential for success: wealth and money.,You don't need much cash to succeed in business.,0,J,no,-2.4824219,-2.2636719,-0.21875
meta-llama/Meta-Llama-3-70B,We finally got a decent picture on the TV after an hour of adjusting the antenna.,The TV had poor reception.,0,E,yes,-1.390625,-3.390625,2.0
meta-llama/Meta-Llama-3-70B,We live in a lovely suburb; it's just two miles beyond our income.,We can't afford to live where we do.,0,J,yes,-1.9140625,-2.5859375,0.671875
meta-llama/Meta-Llama-3-70B,We live in a lovely suburb; it's just two miles beyond our town.,The suburb is far from the city.,0,S,no,-2.40625,-1.9443359,-0.4619141
meta-llama/Meta-Llama-3-70B,"We used to have food on the table as soon as the customer was seated, but our new system requires more effort.",We have to work harder now.,0,S,yes,-1.7041016,-2.90625,1.2021484
meta-llama/Meta-Llama-3-70B,"We used to have food on the table as soon as the customer was seated, but our new system requires more plates.",Our service is faster now.,0,J,no,-2.2617188,-2.2460938,-0.015625
meta-llama/Meta-Llama-3-70B,"When an irresistible force meets an immovable object, you get two very angry entities.","When one thing runs into another, both become unhappy.",0,S,yes,-1.8037109,-2.4765625,0.6728516
meta-llama/Meta-Llama-3-70B,"When an irresistible force meets an immovable object, you get two very angry women.",Women can be stubborn.,0,J,yes,-1.6835938,-2.3476562,0.6640623999999999
meta-llama/Meta-Llama-3-70B,"When he stepped into the elevator, he knew Jennifer had just been there by the smell of her perfume.",Jennifer wore strong perfume.,0,E,yes,-1.4921875,-2.515625,1.0234375
meta-llama/Meta-Llama-3-70B,"When I asked how long I should cook the noodles, he said at least ten inches.",The noodles should be at least ten inches long.,0,J,yes,-2.1445312,-1.8476562,-0.2968749999999998
meta-llama/Meta-Llama-3-70B,"When I asked how long I should cook the noodles, he said at least ten seconds.",They had already eaten.,0,S,no,-2.6328125,-1.578125,-1.0546875
meta-llama/Meta-Llama-3-70B,"When I asked the bartender for something cold and full of rum, he recommended his daiquiri.",The bartender recommended a drink.,0,S,yes,-1.2011719,-3.4355469,2.234375
meta-llama/Meta-Llama-3-70B,"When I asked the bartender for something cold and full of rum, he recommended his wife.",The bartender was married.,0,J,yes,-2.4199219,-1.8417969,-0.5781249999999998
meta-llama/Meta-Llama-3-70B,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the dressmaker.",The dressmaker had a lot of my money.,0,J,yes,-2.3808594,-1.8417969,-0.5390624999999998
meta-llama/Meta-Llama-3-70B,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the mistress.",I had been faithful to my wife.,0,S,no,-2.5917969,-1.5761719,-1.0156249999999998
meta-llama/Meta-Llama-3-70B,"When it comes to keeping warm, nothing beats a thermal brunette.",A down parka is the best way to keep warm.,0,J,no,-2.7636719,-1.5986328,-1.1650390999999998
meta-llama/Meta-Llama-3-70B,"When it comes to keeping warm, nothing beats a thermal parka.",A trenchcoat is the best way to keep warm.,0,S,no,-3.0996094,-1.3271484,-1.7724609999999998
meta-llama/Meta-Llama-3-70B,"When John bought a bulldog, it was no time at all before he had that dog eating out of his fingers.",He trained the dog well.,0,S,yes,-1.5585938,-2.8007812,1.2421874
meta-llama/Meta-Llama-3-70B,"When John bought a bulldog, it was no time at all before he had that dog eating out of his leg.",The dog was aggressive.,0,J,yes,-2.2597656,-1.8457031,-0.4140625000000002
meta-llama/Meta-Llama-3-70B,"When reviewing your notes for a test, the most important ones will be capitalized.",Pay more attention to the things in small print.,0,S,no,-2.6367188,-1.8085938,-0.8281250000000002
meta-llama/Meta-Llama-3-70B,"When reviewing your notes for a test, the most important ones will be illegible.",Important notes are written clearly so they stand out.,0,J,no,-2.8398438,-1.5664062,-1.2734376
meta-llama/Meta-Llama-3-70B,"When the kid came into the store and asked for empty boxes, the owner gave him the crate.",The kid didn't get any boxes.,0,S,no,-2.1875,-1.9990234,-0.1884766
meta-llama/Meta-Llama-3-70B,"When the kid came into the store and asked for empty boxes, the owner gave him the register.",The store had made a lot of money.,0,J,no,-2.3378906,-1.6582031,-0.6796875000000002
meta-llama/Meta-Llama-3-70B,When they were in London they visited Buckingham Palace.,They made a trip to England.,0,E,yes,-1.3701172,-2.4804688,1.1103516000000002
meta-llama/Meta-Llama-3-70B,"When we got divorced, my wife and I split the house; she got the inside.",I got the outside.,0,J,yes,-1.6464844,-2.3417969,0.6953124999999998
meta-llama/Meta-Llama-3-70B,"When we got divorced, my wife and I split the house; she got the kitchen.",My wife gave me the kitchen items.,0,S,no,-2.2070312,-1.5419922,-0.6650389999999999
meta-llama/Meta-Llama-3-70B,"When we watch a sexy movie, my wife leans over and breathes on my collar.",She wants to get me excited.,0,S,yes,-1.5585938,-2.6757812,1.1171874
meta-llama/Meta-Llama-3-70B,"When we watch a sexy movie, my wife leans over and breathes on my glasses.",She wants me to see the movie.,0,J,no,-1.8291016,-2.140625,0.3115234
meta-llama/Meta-Llama-3-70B,"When you go to bed, turn off the lights.",The lights are on.,0,E,yes,-2.6445312,-1.3720703,-1.2724608999999998
meta-llama/Meta-Llama-3-70B,"When you own an ice cream business, your favorite flavor is aspirin.",Running an ice cream business can give you a headache.,0,J,yes,-1.6494141,-2.4921875,0.8427734
meta-llama/Meta-Llama-3-70B,"When you own an ice cream business, your favorite flavor is everything.",You start to like all the flavors.,0,S,yes,-1.4619141,-2.8378906,1.3759765000000002
meta-llama/Meta-Llama-3-70B,"Where I'm from, the two most common elements are hydrogen and nitrogen.",Phosphorus is the most common element in my hometown.,0,S,no,-2.90625,-1.4365234,-1.4697266
meta-llama/Meta-Llama-3-70B,"Where I'm from, the two most common elements are hydrogen and stupidity.",People in my hometown are very smart.,0,J,no,-3.1367188,-1.6767578,-1.459961
meta-llama/Meta-Llama-3-70B,"Women don't dress to please men; if they did, they'd dress a lot faster.",Women take a long time to get dressed.,0,J,yes,-1.5791016,-2.7441406,1.1650390000000002
meta-llama/Meta-Llama-3-70B,"Women don't dress to please men; if they did, they'd dress a lot scantier.",Men prefer women who wear a lot of clothes.,0,S,no,-2.9589844,-1.6630859,-1.2958984999999998
meta-llama/Meta-Llama-3-70B,Women were not allowed to vote until when Congress passed the nineteenth amendment to the constitution.,Women in 1900 could not vote.,0,E,yes,-1.3808594,-2.9277344,1.5468749999999998
meta-llama/Meta-Llama-3-70B,Yesterday they canoed down the river.,They spent yesterday outdoors.,0,E,yes,-1.1425781,-3.6113281,2.46875
meta-llama/Meta-Llama-3-70B,You can keep your kids out of hot water with dishes.,Kids like to wash dishes.,0,J,no,-2.3378906,-1.6513672,-0.6865234000000002
meta-llama/Meta-Llama-3-70B,You can keep your kids out of hot water with rules.,Clear boundaries help keep kids out of trouble.,0,S,yes,-1.3613281,-3.2753906,1.9140625000000002
meta-llama/Meta-Llama-3-70B,You could tell he had grown up in the South by his accent.,He talked like a Southerner.,0,E,yes,-1.2578125,-4.1640625,2.90625
