model,sentence,answer,condition,correct,yes_lp,no_lp,lp_ratio,is_joke
meta-llama/Meta-Llama-3-70B,The woman who has her husband eating out of her hand must save a lot of dishwashing.,The husband washes all the dishes.,J,no,-1.5029297,-2.4960938,0.9931641000000002,True
meta-llama/Meta-Llama-3-70B,The woman who has her husband eating out of her hand must save a lot of heartbreak.,She's happy because her husband does what she wants.,S,yes,-1.5361328,-2.2167969,0.6806640999999998,False
meta-llama/Meta-Llama-3-70B,There were over a hundred trees in the apple orchard.,It was an extremely small orchard.,E,no,-2.4472656,-1.4384766,-1.0087890000000002,False
meta-llama/Meta-Llama-3-70B,They planned to dig a tunnel in order to escape.,They were being held prisoner.,E,yes,-2.1367188,-1.5039062,-0.6328126000000001,False
meta-llama/Meta-Llama-3-70B,They redecorated the bar with new drunks.,The bar has all new furniture.,J,no,-1.6738281,-2.0253906,0.3515625000000002,True
meta-llama/Meta-Llama-3-70B,They redecorated the bar with new wood.,The bar is all chrome and glass.,S,no,-1.6035156,-1.7597656,0.15625,False
meta-llama/Meta-Llama-3-70B,They went to Las Vegas and got married in one of those quickie wedding chapels.,They spent months planning a big wedding.,E,no,-1.7138672,-1.7529297,0.0390625,False
meta-llama/Meta-Llama-3-70B,This fall two things are turning yellow: trees and bushes.,The leaves are changing color.,S,yes,-1.71875,-2.078125,0.359375,False
meta-llama/Meta-Llama-3-70B,This fall two things are turning yellow: trees and investors.,Investors are becoming scared.,J,yes,-1.6376953,-2.4179688,0.7802735000000001,True
meta-llama/Meta-Llama-3-70B,"This house comes with a lot of extras, mostly termites.",The house is free of bugs.,J,no,-1.5058594,-2.2246094,0.7187499999999998,True
meta-llama/Meta-Llama-3-70B,"This house comes with a lot of extras, mostly upgrades.",The house would be a good purchase.,S,yes,-1.9355469,-1.7246094,-0.2109375,False
meta-llama/Meta-Llama-3-70B,"This new computer works so quickly, it comes complete with games.","If you use this computer, you'll have time left to play.",S,yes,-1.6396484,-2.078125,0.4384766,False
meta-llama/Meta-Llama-3-70B,"This new computer works so quickly, it comes complete with ulcers.",The computer feels no stress.,J,no,-1.6025391,-2.203125,0.6005859,True
meta-llama/Meta-Llama-3-70B,"Though most people think it's Rome, the world's most beloved capital is actually dollars.",People love money.,J,yes,-1.625,-2.59375,0.96875,True
meta-llama/Meta-Llama-3-70B,"Though most people think it's Rome, the world's most beloved capital is actually Vienna.",Rome is more beloved than Vienna.,S,no,-1.7080078,-2.1230469,0.41503909999999977,False
meta-llama/Meta-Llama-3-70B,Three people were killed in a major highway accident.,The accident had not been fatal.,E,no,-2.6679688,-1.2539062,-1.4140626,False
meta-llama/Meta-Llama-3-70B,Tim threw a rock and broke the window.,Tim was playing baseball.,E,no,-2.03125,-1.4296875,-0.6015625,False
meta-llama/Meta-Llama-3-70B,"To clothe one soldier, it takes the wool from two sheep and the hides from three animals.",Military uniforms are made from natural materials.,S,yes,-2.1621094,-1.7089844,-0.4531249999999998,False
meta-llama/Meta-Llama-3-70B,"To clothe one soldier, it takes the wool from two sheep and the hides from three taxpayers.",Military uniforms are expensive.,J,yes,-1.9814453,-2.1386719,0.15722659999999977,True
meta-llama/Meta-Llama-3-70B,"To get something done, a committee should consist of no more than three people, two of whom are dead.",Groups are more efficient than individuals.,J,no,-1.8066406,-2.1503906,0.3437500000000002,True
meta-llama/Meta-Llama-3-70B,"To get something done, a committee should consist of no more than three people, two of whom are workers.",A committee works best with one leader.,S,yes,-1.9892578,-2.0996094,0.11035159999999977,False
meta-llama/Meta-Llama-3-70B,To keep the dogs out of the yard he put up a fence.,He was worried his pet would escape.,E,no,-1.9912109,-1.6396484,-0.3515625,False
meta-llama/Meta-Llama-3-70B,To pay for the car Al simply wrote a check.,Al paid with a credit card.,E,no,-1.6962891,-1.9384766,0.2421875,False
meta-llama/Meta-Llama-3-70B,Too many girls believe that the chief foundation for true love is a large fortune.,A lot of women marry for money.,S,yes,-1.9619141,-1.7353516,-0.2265625,False
meta-llama/Meta-Llama-3-70B,Too many girls believe that the chief foundation for true love is a large stone.,Some girls just want a big diamond ring.,J,yes,-1.7539062,-2.0195312,0.2656249999999998,True
meta-llama/Meta-Llama-3-70B,Two things are essential for success: wealth and fame.,Having money without celebrity is still success.,S,no,-1.9228516,-1.8291016,-0.09375,False
meta-llama/Meta-Llama-3-70B,Two things are essential for success: wealth and money.,You don't need much cash to succeed in business.,J,no,-1.6650391,-2.4628906,0.7978515000000002,True
meta-llama/Meta-Llama-3-70B,We finally got a decent picture on the TV after an hour of adjusting the antenna.,The TV had poor reception.,E,yes,-1.875,-1.765625,-0.109375,False
meta-llama/Meta-Llama-3-70B,We live in a lovely suburb; it's just two miles beyond our income.,We can't afford to live where we do.,J,yes,-1.5244141,-2.3378906,0.8134765000000002,True
meta-llama/Meta-Llama-3-70B,We live in a lovely suburb; it's just two miles beyond our town.,The suburb is far from the city.,S,no,-1.7089844,-1.9277344,0.21875,False
meta-llama/Meta-Llama-3-70B,"We used to have food on the table as soon as the customer was seated, but our new system requires more effort.",We have to work harder now.,S,yes,-2.0585938,-1.7617188,-0.2968750000000002,False
meta-llama/Meta-Llama-3-70B,"We used to have food on the table as soon as the customer was seated, but our new system requires more plates.",Our service is faster now.,J,no,-1.9013672,-1.9013672,0.0,True
meta-llama/Meta-Llama-3-70B,"When an irresistible force meets an immovable object, you get two very angry entities.","When one thing runs into another, both become unhappy.",S,yes,-1.7236328,-1.9658203,0.2421875,False
meta-llama/Meta-Llama-3-70B,"When an irresistible force meets an immovable object, you get two very angry women.",Women can be stubborn.,J,yes,-1.6757812,-2.0039062,0.3281249999999998,True
meta-llama/Meta-Llama-3-70B,"When he stepped into the elevator, he knew Jennifer had just been there by the smell of her perfume.",Jennifer wore strong perfume.,E,yes,-1.9980469,-1.4589844,-0.5390625,False
meta-llama/Meta-Llama-3-70B,"When I asked how long I should cook the noodles, he said at least ten inches.",The noodles should be at least ten inches long.,J,yes,-1.6113281,-1.8691406,0.2578125,True
meta-llama/Meta-Llama-3-70B,"When I asked how long I should cook the noodles, he said at least ten seconds.",They had already eaten.,S,no,-1.8007812,-1.8476562,0.046875,False
meta-llama/Meta-Llama-3-70B,"When I asked the bartender for something cold and full of rum, he recommended his daiquiri.",The bartender recommended a drink.,S,yes,-1.5009766,-2.140625,0.6396484,False
meta-llama/Meta-Llama-3-70B,"When I asked the bartender for something cold and full of rum, he recommended his wife.",The bartender was married.,J,yes,-1.3291016,-2.6171875,1.2880859,True
meta-llama/Meta-Llama-3-70B,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the dressmaker.",The dressmaker had a lot of my money.,J,yes,-1.4619141,-2.359375,0.8974609,True
meta-llama/Meta-Llama-3-70B,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the mistress.",I had been faithful to my wife.,S,no,-1.5449219,-2.1152344,0.5703124999999998,False
meta-llama/Meta-Llama-3-70B,"When it comes to keeping warm, nothing beats a thermal brunette.",A down parka is the best way to keep warm.,J,no,-1.703125,-1.8828125,0.1796875,True
meta-llama/Meta-Llama-3-70B,"When it comes to keeping warm, nothing beats a thermal parka.",A trenchcoat is the best way to keep warm.,S,no,-2.2695312,-1.5517578,-0.7177733999999998,False
meta-llama/Meta-Llama-3-70B,"When John bought a bulldog, it was no time at all before he had that dog eating out of his fingers.",He trained the dog well.,S,yes,-1.5917969,-1.8339844,0.2421875,False
meta-llama/Meta-Llama-3-70B,"When John bought a bulldog, it was no time at all before he had that dog eating out of his leg.",The dog was aggressive.,J,yes,-1.5371094,-1.9667969,0.4296875,True
meta-llama/Meta-Llama-3-70B,"When reviewing your notes for a test, the most important ones will be capitalized.",Pay more attention to the things in small print.,S,no,-2.0664062,-1.9335938,-0.13281239999999994,False
meta-llama/Meta-Llama-3-70B,"When reviewing your notes for a test, the most important ones will be illegible.",Important notes are written clearly so they stand out.,J,no,-1.703125,-2.078125,0.375,True
meta-llama/Meta-Llama-3-70B,"When the kid came into the store and asked for empty boxes, the owner gave him the crate.",The kid didn't get any boxes.,S,no,-1.4589844,-2.2324219,0.7734374999999998,False
meta-llama/Meta-Llama-3-70B,"When the kid came into the store and asked for empty boxes, the owner gave him the register.",The store had made a lot of money.,J,no,-1.4804688,-2.2929688,0.8125000000000002,True
meta-llama/Meta-Llama-3-70B,When they were in London they visited Buckingham Palace.,They made a trip to England.,E,yes,-2.7128906,-1.2607422,-1.4521484000000002,False
meta-llama/Meta-Llama-3-70B,"When we got divorced, my wife and I split the house; she got the inside.",I got the outside.,J,yes,-1.3222656,-2.7128906,1.3906250000000002,True
meta-llama/Meta-Llama-3-70B,"When we got divorced, my wife and I split the house; she got the kitchen.",My wife gave me the kitchen items.,S,no,-1.3671875,-2.3515625,0.984375,False
meta-llama/Meta-Llama-3-70B,"When we watch a sexy movie, my wife leans over and breathes on my collar.",She wants to get me excited.,S,yes,-1.7949219,-1.8183594,0.0234375,False
meta-llama/Meta-Llama-3-70B,"When we watch a sexy movie, my wife leans over and breathes on my glasses.",She wants me to see the movie.,J,no,-1.765625,-1.8828125,0.1171875,True
meta-llama/Meta-Llama-3-70B,"When you go to bed, turn off the lights.",The lights are on.,E,yes,-2.3574219,-1.3017578,-1.0556640999999998,False
meta-llama/Meta-Llama-3-70B,"When you own an ice cream business, your favorite flavor is aspirin.",Running an ice cream business can give you a headache.,J,yes,-1.7226562,-1.8789062,0.15625,True
meta-llama/Meta-Llama-3-70B,"When you own an ice cream business, your favorite flavor is everything.",You start to like all the flavors.,S,yes,-1.6875,-1.8515625,0.1640625,False
meta-llama/Meta-Llama-3-70B,"Where I'm from, the two most common elements are hydrogen and nitrogen.",Phosphorus is the most common element in my hometown.,S,no,-1.6162109,-1.8662109,0.25,False
meta-llama/Meta-Llama-3-70B,"Where I'm from, the two most common elements are hydrogen and stupidity.",People in my hometown are very smart.,J,no,-1.5019531,-2.1269531,0.6250000000000002,True
meta-llama/Meta-Llama-3-70B,"Women don't dress to please men; if they did, they'd dress a lot faster.",Women take a long time to get dressed.,J,yes,-1.4628906,-2.8847656,1.4218750000000002,True
meta-llama/Meta-Llama-3-70B,"Women don't dress to please men; if they did, they'd dress a lot scantier.",Men prefer women who wear a lot of clothes.,S,no,-1.5517578,-2.3789062,0.8271483999999998,False
meta-llama/Meta-Llama-3-70B,Women were not allowed to vote until when Congress passed the nineteenth amendment to the constitution.,Women in 1900 could not vote.,E,yes,-2.3554688,-1.6220703,-0.7333985000000001,False
meta-llama/Meta-Llama-3-70B,Yesterday they canoed down the river.,They spent yesterday outdoors.,E,yes,-2.1074219,-1.7333984,-0.37402349999999984,False
meta-llama/Meta-Llama-3-70B,You can keep your kids out of hot water with dishes.,Kids like to wash dishes.,J,no,-1.5732422,-2.0253906,0.45214840000000023,True
meta-llama/Meta-Llama-3-70B,You can keep your kids out of hot water with rules.,Clear boundaries help keep kids out of trouble.,S,yes,-1.6005859,-2.0390625,0.4384766,False
meta-llama/Meta-Llama-3-70B,You could tell he had grown up in the South by his accent.,He talked like a Southerner.,E,yes,-2.1230469,-1.4589844,-0.6640624999999998,False
