model,sentence,answer,condition,correct,yes_lp,no_lp,lp_ratio,is_joke
meta-llama/Meta-Llama-3-8B,There were over a hundred trees in the apple orchard.,It was an extremely small orchard.,E,no,-2.1035156,-1.3144531,-0.7890625000000002,False
meta-llama/Meta-Llama-3-8B,They planned to dig a tunnel in order to escape.,They were being held prisoner.,E,yes,-2.0761719,-1.3876953,-0.6884765999999998,False
meta-llama/Meta-Llama-3-8B,They redecorated the bar with new drunks.,The bar has all new furniture.,J,no,-1.5625,-1.734375,0.171875,True
meta-llama/Meta-Llama-3-8B,They redecorated the bar with new wood.,The bar is all chrome and glass.,S,no,-2.2148438,-1.2929688,-0.9218750000000002,False
meta-llama/Meta-Llama-3-8B,They went to Las Vegas and got married in one of those quickie wedding chapels.,They spent months planning a big wedding.,E,no,-1.5205078,-1.8642578,0.34375,False
meta-llama/Meta-Llama-3-8B,This fall two things are turning yellow: trees and bushes.,The leaves are changing color.,S,yes,-1.7861328,-1.5517578,-0.234375,False
meta-llama/Meta-Llama-3-8B,This fall two things are turning yellow: trees and investors.,Investors are becoming scared.,J,yes,-1.7021484,-1.8115234,0.109375,True
meta-llama/Meta-Llama-3-8B,"This house comes with a lot of extras, mostly termites.",The house is free of bugs.,J,no,-2.1074219,-1.4433594,-0.6640624999999998,True
meta-llama/Meta-Llama-3-8B,"This house comes with a lot of extras, mostly upgrades.",The house would be a good purchase.,S,yes,-1.9970703,-1.4736328,-0.5234375,False
meta-llama/Meta-Llama-3-8B,"This new computer works so quickly, it comes complete with games.","If you use this computer, you'll have time left to play.",S,yes,-1.5771484,-1.9287109,0.3515625,False
meta-llama/Meta-Llama-3-8B,"This new computer works so quickly, it comes complete with ulcers.",The computer feels no stress.,J,no,-1.4873047,-2.0878906,0.6005859000000002,True
meta-llama/Meta-Llama-3-8B,"Though most people think it's Rome, the world's most beloved capital is actually dollars.",People love money.,J,yes,-1.9589844,-1.8183594,-0.140625,True
meta-llama/Meta-Llama-3-8B,"Though most people think it's Rome, the world's most beloved capital is actually Vienna.",Rome is more beloved than Vienna.,S,no,-2.0058594,-1.8027344,-0.20312499999999978,False
meta-llama/Meta-Llama-3-8B,Three people were killed in a major highway accident.,The accident had not been fatal.,E,no,-2.2890625,-1.1806641,-1.1083984,False
meta-llama/Meta-Llama-3-8B,Tim threw a rock and broke the window.,Tim was playing baseball.,E,no,-2.1132812,-1.2382812,-0.8749999999999998,False
meta-llama/Meta-Llama-3-8B,"To clothe one soldier, it takes the wool from two sheep and the hides from three animals.",Military uniforms are made from natural materials.,S,yes,-1.7070312,-1.8554688,0.14843759999999984,False
meta-llama/Meta-Llama-3-8B,"To clothe one soldier, it takes the wool from two sheep and the hides from three taxpayers.",Military uniforms are expensive.,J,yes,-1.6728516,-1.9775391,0.3046875,True
meta-llama/Meta-Llama-3-8B,"To get something done, a committee should consist of no more than three people, two of whom are dead.",Groups are more efficient than individuals.,J,no,-1.5556641,-2.3125,0.7568359,True
meta-llama/Meta-Llama-3-8B,"To get something done, a committee should consist of no more than three people, two of whom are workers.",A committee works best with one leader.,S,yes,-1.8535156,-1.9238281,0.0703125,False
meta-llama/Meta-Llama-3-8B,To keep the dogs out of the yard he put up a fence.,He was worried his pet would escape.,E,no,-1.9648438,-1.4804688,-0.484375,False
meta-llama/Meta-Llama-3-8B,To pay for the car Al simply wrote a check.,Al paid with a credit card.,E,no,-2.0019531,-1.4853516,-0.5166015000000002,False
meta-llama/Meta-Llama-3-8B,Too many girls believe that the chief foundation for true love is a large fortune.,A lot of women marry for money.,S,yes,-1.8652344,-1.7167969,-0.1484375,False
meta-llama/Meta-Llama-3-8B,Too many girls believe that the chief foundation for true love is a large stone.,Some girls just want a big diamond ring.,J,yes,-1.9052734,-1.5927734,-0.3125,True
meta-llama/Meta-Llama-3-8B,Two things are essential for success: wealth and fame.,Having money without celebrity is still success.,S,no,-2.1308594,-1.7480469,-0.3828124999999998,False
meta-llama/Meta-Llama-3-8B,Two things are essential for success: wealth and money.,You don't need much cash to succeed in business.,J,no,-2.125,-1.7509766,-0.3740234,True
meta-llama/Meta-Llama-3-8B,We finally got a decent picture on the TV after an hour of adjusting the antenna.,The TV had poor reception.,E,yes,-2.0644531,-1.4150391,-0.6494140000000002,False
meta-llama/Meta-Llama-3-8B,We live in a lovely suburb; it's just two miles beyond our income.,We can't afford to live where we do.,J,yes,-1.7001953,-1.7626953,0.0625,True
meta-llama/Meta-Llama-3-8B,We live in a lovely suburb; it's just two miles beyond our town.,The suburb is far from the city.,S,no,-2.0273438,-1.4726562,-0.5546876000000001,False
meta-llama/Meta-Llama-3-8B,"We used to have food on the table as soon as the customer was seated, but our new system requires more effort.",We have to work harder now.,S,yes,-2.1660156,-1.6113281,-0.5546875000000002,False
meta-llama/Meta-Llama-3-8B,"We used to have food on the table as soon as the customer was seated, but our new system requires more plates.",Our service is faster now.,J,no,-1.9814453,-1.7158203,-0.265625,True
meta-llama/Meta-Llama-3-8B,"When an irresistible force meets an immovable object, you get two very angry entities.","When one thing runs into another, both become unhappy.",S,yes,-1.6591797,-1.8232422,0.1640625,False
meta-llama/Meta-Llama-3-8B,"When an irresistible force meets an immovable object, you get two very angry women.",Women can be stubborn.,J,yes,-1.6181641,-1.9228516,0.3046875,True
meta-llama/Meta-Llama-3-8B,"When he stepped into the elevator, he knew Jennifer had just been there by the smell of her perfume.",Jennifer wore strong perfume.,E,yes,-1.8115234,-1.6240234,-0.1875,False
meta-llama/Meta-Llama-3-8B,"When I asked how long I should cook the noodles, he said at least ten inches.",The noodles should be at least ten inches long.,J,yes,-1.9462891,-1.6259766,-0.3203125,True
meta-llama/Meta-Llama-3-8B,"When I asked how long I should cook the noodles, he said at least ten seconds.",They had already eaten.,S,no,-1.9716797,-1.6279297,-0.34375,False
meta-llama/Meta-Llama-3-8B,"When I asked the bartender for something cold and full of rum, he recommended his daiquiri.",The bartender recommended a drink.,S,yes,-1.5,-2.1328125,0.6328125,False
meta-llama/Meta-Llama-3-8B,"When I asked the bartender for something cold and full of rum, he recommended his wife.",The bartender was married.,J,yes,-1.7509766,-1.8134766,0.0625,True
meta-llama/Meta-Llama-3-8B,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the dressmaker.",The dressmaker had a lot of my money.,J,yes,-1.4785156,-2.2675781,0.7890625000000002,True
meta-llama/Meta-Llama-3-8B,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the mistress.",I had been faithful to my wife.,S,no,-1.4853516,-2.21875,0.7333984,False
meta-llama/Meta-Llama-3-8B,"When it comes to keeping warm, nothing beats a thermal brunette.",A down parka is the best way to keep warm.,J,no,-1.8320312,-1.5585938,-0.27343740000000016,True
meta-llama/Meta-Llama-3-8B,"When it comes to keeping warm, nothing beats a thermal parka.",A trenchcoat is the best way to keep warm.,S,no,-2.171875,-1.3974609,-0.7744141,False
meta-llama/Meta-Llama-3-8B,"When John bought a bulldog, it was no time at all before he had that dog eating out of his fingers.",He trained the dog well.,S,yes,-1.6191406,-1.9082031,0.2890625,False
meta-llama/Meta-Llama-3-8B,"When John bought a bulldog, it was no time at all before he had that dog eating out of his leg.",The dog was aggressive.,J,yes,-1.5283203,-1.9970703,0.46875,True
meta-llama/Meta-Llama-3-8B,"When reviewing your notes for a test, the most important ones will be capitalized.",Pay more attention to the things in small print.,S,no,-1.8486328,-1.7470703,-0.1015625,False
meta-llama/Meta-Llama-3-8B,"When reviewing your notes for a test, the most important ones will be illegible.",Important notes are written clearly so they stand out.,J,no,-1.4892578,-1.8408203,0.3515625,True
meta-llama/Meta-Llama-3-8B,"When the kid came into the store and asked for empty boxes, the owner gave him the crate.",The kid didn't get any boxes.,S,no,-1.8398438,-1.6601562,-0.17968759999999984,False
meta-llama/Meta-Llama-3-8B,"When the kid came into the store and asked for empty boxes, the owner gave him the register.",The store had made a lot of money.,J,no,-1.7988281,-1.6738281,-0.125,True
meta-llama/Meta-Llama-3-8B,When they were in London they visited Buckingham Palace.,They made a trip to England.,E,yes,-2.2597656,-1.2832031,-0.9765625000000002,False
meta-llama/Meta-Llama-3-8B,"When we got divorced, my wife and I split the house; she got the inside.",I got the outside.,J,yes,-1.7421875,-1.7890625,0.046875,True
meta-llama/Meta-Llama-3-8B,"When we got divorced, my wife and I split the house; she got the kitchen.",My wife gave me the kitchen items.,S,no,-1.8378906,-1.7519531,-0.0859375,False
meta-llama/Meta-Llama-3-8B,"When we watch a sexy movie, my wife leans over and breathes on my collar.",She wants to get me excited.,S,yes,-1.7832031,-1.7441406,-0.0390625,False
meta-llama/Meta-Llama-3-8B,"When we watch a sexy movie, my wife leans over and breathes on my glasses.",She wants me to see the movie.,J,no,-1.7421875,-1.8359375,0.09375,True
meta-llama/Meta-Llama-3-8B,"When you go to bed, turn off the lights.",The lights are on.,E,yes,-2.1113281,-1.3378906,-0.7734375000000002,False
meta-llama/Meta-Llama-3-8B,"When you own an ice cream business, your favorite flavor is aspirin.",Running an ice cream business can give you a headache.,J,yes,-1.8964844,-1.6308594,-0.265625,True
meta-llama/Meta-Llama-3-8B,"When you own an ice cream business, your favorite flavor is everything.",You start to like all the flavors.,S,yes,-1.6601562,-1.8398438,0.17968759999999984,False
meta-llama/Meta-Llama-3-8B,"Where I'm from, the two most common elements are hydrogen and nitrogen.",Phosphorus is the most common element in my hometown.,S,no,-1.7724609,-1.9130859,0.140625,False
meta-llama/Meta-Llama-3-8B,"Where I'm from, the two most common elements are hydrogen and stupidity.",People in my hometown are very smart.,J,no,-1.6669922,-2.1582031,0.49121090000000023,True
meta-llama/Meta-Llama-3-8B,"Women don't dress to please men; if they did, they'd dress a lot faster.",Women take a long time to get dressed.,J,yes,-1.8242188,-1.8398438,0.015625,True
meta-llama/Meta-Llama-3-8B,"Women don't dress to please men; if they did, they'd dress a lot scantier.",Men prefer women who wear a lot of clothes.,S,no,-1.8320312,-1.8242188,-0.007812400000000164,False
meta-llama/Meta-Llama-3-8B,Women were not allowed to vote until when Congress passed the nineteenth amendment to the constitution.,Women in 1900 could not vote.,E,yes,-2.2832031,-1.5400391,-0.7431640000000002,False
meta-llama/Meta-Llama-3-8B,Yesterday they canoed down the river.,They spent yesterday outdoors.,E,yes,-1.8320312,-1.3476562,-0.484375,False
meta-llama/Meta-Llama-3-8B,You can keep your kids out of hot water with dishes.,Kids like to wash dishes.,J,no,-1.875,-1.5703125,-0.3046875,True
meta-llama/Meta-Llama-3-8B,You can keep your kids out of hot water with rules.,Clear boundaries help keep kids out of trouble.,S,yes,-1.8710938,-1.6757812,-0.19531259999999984,False
meta-llama/Meta-Llama-3-8B,You could tell he had grown up in the South by his accent.,He talked like a Southerner.,E,yes,-2.0234375,-1.5244141,-0.4990234,False
