model,sentence,answer,condition,correct,yes_lp,no_lp,lp_ratio,is_joke
mistralai/Mixtral-8x7B-v0.1,The wind was so strong it blew out three fuses.,The wind affected the electrical system.,J,yes,-1.5302734,-1.6396484,0.109375,True
mistralai/Mixtral-8x7B-v0.1,The wind was so strong it blew out three streetlights.,The storm didn't cause any damage.,S,no,-1.4521484,-1.5771484,0.125,False
mistralai/Mixtral-8x7B-v0.1,The woman in the grocery store was handing out free samples.,The samples cost ten cents each.,E,no,-1.5839844,-1.4121094,-0.171875,False
mistralai/Mixtral-8x7B-v0.1,The woman who has her husband eating out of her hand must save a lot of dishwashing.,The husband washes all the dishes.,J,no,-1.2802734,-1.9677734,0.6875,True
mistralai/Mixtral-8x7B-v0.1,The woman who has her husband eating out of her hand must save a lot of heartbreak.,She's happy because her husband does what she wants.,S,yes,-1.4414062,-1.8320312,0.390625,False
mistralai/Mixtral-8x7B-v0.1,There were over a hundred trees in the apple orchard.,It was an extremely small orchard.,E,no,-2.125,-1.15625,-0.96875,False
mistralai/Mixtral-8x7B-v0.1,They planned to dig a tunnel in order to escape.,They were being held prisoner.,E,yes,-1.4052734,-1.7490234,0.34375,False
mistralai/Mixtral-8x7B-v0.1,They redecorated the bar with new drunks.,The bar has all new furniture.,J,no,-1.1123047,-2.3007812,1.1884765,True
mistralai/Mixtral-8x7B-v0.1,They redecorated the bar with new wood.,The bar is all chrome and glass.,S,no,-1.4335938,-1.6992188,0.265625,False
mistralai/Mixtral-8x7B-v0.1,They went to Las Vegas and got married in one of those quickie wedding chapels.,They spent months planning a big wedding.,E,no,-1.3955078,-1.7705078,0.375,False
mistralai/Mixtral-8x7B-v0.1,This fall two things are turning yellow: trees and bushes.,The leaves are changing color.,S,yes,-1.4443359,-1.7880859,0.34375,False
mistralai/Mixtral-8x7B-v0.1,This fall two things are turning yellow: trees and investors.,Investors are becoming scared.,J,yes,-1.2822266,-2.3144531,1.0322265000000002,True
mistralai/Mixtral-8x7B-v0.1,"This house comes with a lot of extras, mostly termites.",The house is free of bugs.,J,no,-0.9941406,-2.4785156,1.484375,True
mistralai/Mixtral-8x7B-v0.1,"This house comes with a lot of extras, mostly upgrades.",The house would be a good purchase.,S,yes,-1.1464844,-2.0527344,0.9062499999999998,False
mistralai/Mixtral-8x7B-v0.1,"This new computer works so quickly, it comes complete with games.","If you use this computer, you'll have time left to play.",S,yes,-1.4492188,-1.9804688,0.53125,False
mistralai/Mixtral-8x7B-v0.1,"This new computer works so quickly, it comes complete with ulcers.",The computer feels no stress.,J,no,-1.3300781,-2.3144531,0.9843750000000002,True
mistralai/Mixtral-8x7B-v0.1,"Though most people think it's Rome, the world's most beloved capital is actually dollars.",People love money.,J,yes,-1.3759766,-1.9072266,0.53125,True
mistralai/Mixtral-8x7B-v0.1,"Though most people think it's Rome, the world's most beloved capital is actually Vienna.",Rome is more beloved than Vienna.,S,no,-1.5175781,-1.8144531,0.296875,False
mistralai/Mixtral-8x7B-v0.1,Three people were killed in a major highway accident.,The accident had not been fatal.,E,no,-2.2460938,-1.3867188,-0.8593750000000002,False
mistralai/Mixtral-8x7B-v0.1,Tim threw a rock and broke the window.,Tim was playing baseball.,E,no,-2.3847656,-1.0263672,-1.3583984000000002,False
mistralai/Mixtral-8x7B-v0.1,"To clothe one soldier, it takes the wool from two sheep and the hides from three animals.",Military uniforms are made from natural materials.,S,yes,-1.6191406,-1.5097656,-0.109375,False
mistralai/Mixtral-8x7B-v0.1,"To clothe one soldier, it takes the wool from two sheep and the hides from three taxpayers.",Military uniforms are expensive.,J,yes,-1.5107422,-1.8857422,0.375,True
mistralai/Mixtral-8x7B-v0.1,"To get something done, a committee should consist of no more than three people, two of whom are dead.",Groups are more efficient than individuals.,J,no,-1.3310547,-2.6582031,1.3271484000000002,True
mistralai/Mixtral-8x7B-v0.1,"To get something done, a committee should consist of no more than three people, two of whom are workers.",A committee works best with one leader.,S,yes,-1.3310547,-2.2832031,0.9521484000000002,False
mistralai/Mixtral-8x7B-v0.1,To keep the dogs out of the yard he put up a fence.,He was worried his pet would escape.,E,no,-1.625,-1.53125,-0.09375,False
mistralai/Mixtral-8x7B-v0.1,To pay for the car Al simply wrote a check.,Al paid with a credit card.,E,no,-1.4238281,-1.7050781,0.28125,False
mistralai/Mixtral-8x7B-v0.1,Too many girls believe that the chief foundation for true love is a large fortune.,A lot of women marry for money.,S,yes,-1.9404297,-1.5498047,-0.390625,False
mistralai/Mixtral-8x7B-v0.1,Too many girls believe that the chief foundation for true love is a large stone.,Some girls just want a big diamond ring.,J,yes,-1.5205078,-1.6455078,0.125,True
mistralai/Mixtral-8x7B-v0.1,Two things are essential for success: wealth and fame.,Having money without celebrity is still success.,S,no,-2.0722656,-1.6035156,-0.4687500000000002,False
mistralai/Mixtral-8x7B-v0.1,Two things are essential for success: wealth and money.,You don't need much cash to succeed in business.,J,no,-1.8232422,-1.7138672,-0.109375,True
mistralai/Mixtral-8x7B-v0.1,We finally got a decent picture on the TV after an hour of adjusting the antenna.,The TV had poor reception.,E,yes,-1.5449219,-1.7011719,0.15625,False
mistralai/Mixtral-8x7B-v0.1,We live in a lovely suburb; it's just two miles beyond our income.,We can't afford to live where we do.,J,yes,-1.1162109,-2.5234375,1.4072266,True
mistralai/Mixtral-8x7B-v0.1,We live in a lovely suburb; it's just two miles beyond our town.,The suburb is far from the city.,S,no,-1.5742188,-1.5273438,-0.046875,False
mistralai/Mixtral-8x7B-v0.1,"We used to have food on the table as soon as the customer was seated, but our new system requires more effort.",We have to work harder now.,S,yes,-1.3876953,-1.9658203,0.578125,False
mistralai/Mixtral-8x7B-v0.1,"We used to have food on the table as soon as the customer was seated, but our new system requires more plates.",Our service is faster now.,J,no,-1.2949219,-2.0917969,0.7968749999999998,True
mistralai/Mixtral-8x7B-v0.1,"When an irresistible force meets an immovable object, you get two very angry entities.","When one thing runs into another, both become unhappy.",S,yes,-1.2900391,-1.9619141,0.671875,False
mistralai/Mixtral-8x7B-v0.1,"When an irresistible force meets an immovable object, you get two very angry women.",Women can be stubborn.,J,yes,-1.2041016,-2.1875,0.9833984,True
mistralai/Mixtral-8x7B-v0.1,"When he stepped into the elevator, he knew Jennifer had just been there by the smell of her perfume.",Jennifer wore strong perfume.,E,yes,-1.75,-1.34375,-0.40625,False
mistralai/Mixtral-8x7B-v0.1,"When I asked how long I should cook the noodles, he said at least ten inches.",The noodles should be at least ten inches long.,J,yes,-1.1767578,-2.0058594,0.8291015999999998,True
mistralai/Mixtral-8x7B-v0.1,"When I asked how long I should cook the noodles, he said at least ten seconds.",They had already eaten.,S,no,-1.3027344,-1.7871094,0.484375,False
mistralai/Mixtral-8x7B-v0.1,"When I asked the bartender for something cold and full of rum, he recommended his daiquiri.",The bartender recommended a drink.,S,yes,-1.1572266,-2.0957031,0.9384765000000002,False
mistralai/Mixtral-8x7B-v0.1,"When I asked the bartender for something cold and full of rum, he recommended his wife.",The bartender was married.,J,yes,-0.984375,-2.484375,1.5,True
mistralai/Mixtral-8x7B-v0.1,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the dressmaker.",The dressmaker had a lot of my money.,J,yes,-1.1328125,-2.3515625,1.21875,True
mistralai/Mixtral-8x7B-v0.1,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the mistress.",I had been faithful to my wife.,S,no,-1.2421875,-2.1015625,0.859375,False
mistralai/Mixtral-8x7B-v0.1,"When it comes to keeping warm, nothing beats a thermal brunette.",A down parka is the best way to keep warm.,J,no,-1.1914062,-2.2070312,1.0156249999999998,True
mistralai/Mixtral-8x7B-v0.1,"When it comes to keeping warm, nothing beats a thermal parka.",A trenchcoat is the best way to keep warm.,S,no,-1.9912109,-1.2880859,-0.703125,False
mistralai/Mixtral-8x7B-v0.1,"When John bought a bulldog, it was no time at all before he had that dog eating out of his fingers.",He trained the dog well.,S,yes,-1.2958984,-1.6708984,0.375,False
mistralai/Mixtral-8x7B-v0.1,"When John bought a bulldog, it was no time at all before he had that dog eating out of his leg.",The dog was aggressive.,J,yes,-1.1162109,-1.8505859,0.734375,True
mistralai/Mixtral-8x7B-v0.1,"When reviewing your notes for a test, the most important ones will be capitalized.",Pay more attention to the things in small print.,S,no,-1.5410156,-1.4628906,-0.078125,False
mistralai/Mixtral-8x7B-v0.1,"When reviewing your notes for a test, the most important ones will be illegible.",Important notes are written clearly so they stand out.,J,no,-1.1386719,-2.7480469,1.6093749999999998,True
mistralai/Mixtral-8x7B-v0.1,"When the kid came into the store and asked for empty boxes, the owner gave him the crate.",The kid didn't get any boxes.,S,no,-1.2353516,-1.6416016,0.40625,False
mistralai/Mixtral-8x7B-v0.1,"When the kid came into the store and asked for empty boxes, the owner gave him the register.",The store had made a lot of money.,J,no,-1.0605469,-1.9199219,0.859375,True
mistralai/Mixtral-8x7B-v0.1,When they were in London they visited Buckingham Palace.,They made a trip to England.,E,yes,-2.2480469,-1.2001953,-1.0478515999999998,False
mistralai/Mixtral-8x7B-v0.1,"When we got divorced, my wife and I split the house; she got the inside.",I got the outside.,J,yes,-0.8823242,-2.6484375,1.7661133,True
mistralai/Mixtral-8x7B-v0.1,"When we got divorced, my wife and I split the house; she got the kitchen.",My wife gave me the kitchen items.,S,no,-0.9746094,-2.3808594,1.40625,False
mistralai/Mixtral-8x7B-v0.1,"When we watch a sexy movie, my wife leans over and breathes on my collar.",She wants to get me excited.,S,yes,-1.3115234,-1.9052734,0.59375,False
mistralai/Mixtral-8x7B-v0.1,"When we watch a sexy movie, my wife leans over and breathes on my glasses.",She wants me to see the movie.,J,no,-1.1455078,-2.1152344,0.9697265999999998,True
mistralai/Mixtral-8x7B-v0.1,"When you go to bed, turn off the lights.",The lights are on.,E,yes,-1.9326172,-1.2451172,-0.6875,False
mistralai/Mixtral-8x7B-v0.1,"When you own an ice cream business, your favorite flavor is aspirin.",Running an ice cream business can give you a headache.,J,yes,-1.1865234,-2.390625,1.2041016,True
mistralai/Mixtral-8x7B-v0.1,"When you own an ice cream business, your favorite flavor is everything.",You start to like all the flavors.,S,yes,-1.4316406,-1.9785156,0.546875,False
mistralai/Mixtral-8x7B-v0.1,"Where I'm from, the two most common elements are hydrogen and nitrogen.",Phosphorus is the most common element in my hometown.,S,no,-1.1123047,-2.1113281,0.9990234000000002,False
mistralai/Mixtral-8x7B-v0.1,"Where I'm from, the two most common elements are hydrogen and stupidity.",People in my hometown are very smart.,J,no,-1.046875,-2.625,1.578125,True
mistralai/Mixtral-8x7B-v0.1,"Women don't dress to please men; if they did, they'd dress a lot faster.",Women take a long time to get dressed.,J,yes,-1.3955078,-2.2070312,0.8115233999999998,True
mistralai/Mixtral-8x7B-v0.1,"Women don't dress to please men; if they did, they'd dress a lot scantier.",Men prefer women who wear a lot of clothes.,S,no,-1.3974609,-1.9755859,0.578125,False
mistralai/Mixtral-8x7B-v0.1,Women were not allowed to vote until when Congress passed the nineteenth amendment to the constitution.,Women in 1900 could not vote.,E,yes,-1.6416016,-1.3291016,-0.3125,False
mistralai/Mixtral-8x7B-v0.1,Yesterday they canoed down the river.,They spent yesterday outdoors.,E,yes,-1.7275391,-1.2900391,-0.4375,False
mistralai/Mixtral-8x7B-v0.1,You can keep your kids out of hot water with dishes.,Kids like to wash dishes.,J,no,-1.3242188,-1.8554688,0.53125,True
mistralai/Mixtral-8x7B-v0.1,You can keep your kids out of hot water with rules.,Clear boundaries help keep kids out of trouble.,S,yes,-1.5791016,-1.7666016,0.1875,False
mistralai/Mixtral-8x7B-v0.1,You could tell he had grown up in the South by his accent.,He talked like a Southerner.,E,yes,-1.3876953,-1.5595703,0.171875,False
