model,sentence,answer,shots,condition,correct,yes_lp,no_lp,lp_ratio,is_joke
text-davinci-002,"When it comes to keeping warm, nothing beats a thermal brunette.",A down parka is the best way to keep warm.,0,J,no,-3.4700654,-0.3905049,-3.0795605000000004,True
text-davinci-002,"When it comes to keeping warm, nothing beats a thermal parka.",A trenchcoat is the best way to keep warm.,0,S,no,-7.7331977,-0.27527234,-7.45792536,False
text-davinci-002,"When John bought a bulldog, it was no time at all before he had that dog eating out of his fingers.",He trained the dog well.,0,S,yes,-6.4428744,-0.26710582,-6.17576858,False
text-davinci-002,"When John bought a bulldog, it was no time at all before he had that dog eating out of his leg.",The dog was aggressive.,0,J,yes,-3.681635,-0.37481385,-3.30682115,True
text-davinci-002,"When reviewing your notes for a test, the most important ones will be capitalized.",Pay more attention to the things in small print.,0,S,no,-5.12303,-0.22817948,-4.89485052,False
text-davinci-002,"When reviewing your notes for a test, the most important ones will be illegible.",Important notes are written clearly so they stand out.,0,J,no,-1.6453211,-0.89752674,-0.7477943600000001,True
text-davinci-002,"When the kid came into the store and asked for empty boxes, the owner gave him the crate.",The kid didn't get any boxes.,0,S,no,-5.378521,-0.32159314,-5.05692786,False
text-davinci-002,"When the kid came into the store and asked for empty boxes, the owner gave him the register.",The store had made a lot of money.,0,J,no,-4.84682,-0.24248475,-4.60433525,True
text-davinci-002,When they were in London they visited Buckingham Palace.,They made a trip to England.,0,E,yes,-10.292533,-0.2822131,-10.0103199,False
text-davinci-002,"When we got divorced, my wife and I split the house; she got the inside.",I got the outside.,0,J,yes,-1.4836357,-1.2411114,-0.24252429999999991,True
text-davinci-002,"When we got divorced, my wife and I split the house; she got the kitchen.",My wife gave me the kitchen items.,0,S,no,-1.8895634,-1.2247573,-0.6648060999999998,False
text-davinci-002,"When we watch a sexy movie, my wife leans over and breathes on my collar.",She wants to get me excited.,0,S,yes,-2.6644762,-0.54425824,-2.12021796,False
text-davinci-002,"When we watch a sexy movie, my wife leans over and breathes on my glasses.",She wants me to see the movie.,0,J,no,-2.1014771,-0.6777258,-1.4237512999999997,True
text-davinci-002,"When you go to bed, turn off the lights.",The lights are on.,0,E,yes,-8.743859,-0.44965106,-8.29420794,False
text-davinci-002,"When you own an ice cream business, your favorite flavor is aspirin.",Running an ice cream business can give you a headache.,0,J,yes,-3.8474615,-0.33996055,-3.5075009500000003,True
text-davinci-002,"When you own an ice cream business, your favorite flavor is everything.",You start to like all the flavors.,0,S,yes,-7.0092793,-0.33587795,-6.673401350000001,False
text-davinci-002,"Where I'm from, the two most common elements are hydrogen and nitrogen.",Phosphorus is the most common element in my hometown.,0,S,no,-4.7699094,-0.41240782,-4.35750158,False
text-davinci-002,"Where I'm from, the two most common elements are hydrogen and stupidity.",People in my hometown are very smart.,0,J,no,-1.2023255,-2.0970786,0.8947531000000002,True
text-davinci-002,"Women don't dress to please men; if they did, they'd dress a lot faster.",Women take a long time to get dressed.,0,J,yes,-0.9118452,-4.0573587,3.1455135,True
text-davinci-002,"Women don't dress to please men; if they did, they'd dress a lot scantier.",Men prefer women who wear a lot of clothes.,0,S,no,-2.2249427,-0.9923449,-1.2325978000000002,False
text-davinci-002,Women were not allowed to vote until when Congress passed the nineteenth amendment to the constitution.,Women in 1900 could not vote.,0,E,yes,-7.695267,-0.46631676,-7.2289502400000005,False
text-davinci-002,Yesterday they canoed down the river.,They spent yesterday outdoors.,0,E,yes,-6.3401427,-0.26550514,-6.07463756,False
text-davinci-002,You can keep your kids out of hot water with dishes.,Kids like to wash dishes.,0,J,no,-3.3641994,-0.37637082,-2.98782858,True
text-davinci-002,You can keep your kids out of hot water with rules.,Clear boundaries help keep kids out of trouble.,0,S,yes,-6.913691,-0.1827028,-6.7309882,False
text-davinci-002,You could tell he had grown up in the South by his accent.,He talked like a Southerner.,0,E,yes,-7.4421735,-0.19873941,-7.24343409,False
