model,sentence,answer,shots,condition,correct,yes_lp,no_lp,lp_ratio
text-davinci-002,"When you go to bed, turn off the lights.",The lights are on.,0,E,yes,-3.4374535,-0.35681856,-3.0806349400000004
text-davinci-002,"When you own an ice cream business, your favorite flavor is aspirin.",Running an ice cream business can give you a headache.,0,J,yes,-0.9157596,-3.8463783,2.9306187
text-davinci-002,"When you own an ice cream business, your favorite flavor is everything.",You start to like all the flavors.,0,S,yes,-0.9243414,-5.4107804,4.486439
text-davinci-002,"Where I'm from, the two most common elements are hydrogen and nitrogen.",Phosphorus is the most common element in my hometown.,0,S,no,-10.529491,-0.3690443,-10.1604467
text-davinci-002,"Where I'm from, the two most common elements are hydrogen and stupidity.",People in my hometown are very smart.,0,J,no,-12.042651,-0.6126631,-11.429987899999999
text-davinci-002,"Women don't dress to please men; if they did, they'd dress a lot faster.",Women take a long time to get dressed.,0,J,yes,-2.460243,-0.4478811,-2.0123619
text-davinci-002,"Women don't dress to please men; if they did, they'd dress a lot scantier.",Men prefer women who wear a lot of clothes.,0,S,no,-7.225187,-0.6438876,-6.5812994
text-davinci-002,Women were not allowed to vote until when Congress passed the nineteenth amendment to the constitution.,Women in 1900 could not vote.,0,E,yes,-0.14885645,-7.9282694,7.779412949999999
text-davinci-002,Yesterday they canoed down the river.,They spent yesterday outdoors.,0,E,yes,-0.72888,-7.472926,6.744046
text-davinci-002,You can keep your kids out of hot water with dishes.,Kids like to wash dishes.,0,J,no,-4.705468,-0.18297388,-4.52249412
text-davinci-002,You can keep your kids out of hot water with rules.,Clear boundaries help keep kids out of trouble.,0,S,yes,-0.30987245,-12.167352,11.857479549999999
text-davinci-002,You could tell he had grown up in the South by his accent.,He talked like a Southerner.,0,E,yes,-0.2974069,-11.451518,11.1541111
