model,params,text,sentence,condition,log_prob,num_tokens,identified_token,surprisal,final_word
davinci,175000000000,False,The only fishing through the ice that some men ever do is for the trout.,S,-5.928982,1, trout,5.928982, trout
davinci,175000000000,False,The only ones who want me for my body are losers.,S,-6.69517,1, losers,6.69517, losers
davinci,175000000000,False,The only ones who want me for my body are mosquitoes.,J,-11.346804,1, mosquitoes,11.346804, mosquitoes
davinci,175000000000,False,The only person who sticks closer to you in adversity than a friend is a creditor.,J,-3.874519,1, creditor,3.874519, creditor
davinci,175000000000,False,The only person who sticks closer to you in adversity than a friend is a spouse.,S,-5.8782687,1, spouse,5.8782687, spouse
davinci,175000000000,False,The only place where you can find people who spend all their time minding their own business is the bank.,S,-12.9001875,1, bank,12.9001875, bank
davinci,175000000000,False,The only place where you can find people who spend all their time minding their own business is the cemetery.,J,-0.43729976,1, cemetery,0.43729976, cemetery
davinci,175000000000,False,The only thing money can't buy is generosity.,S,-10.429073,1, generosity,10.429073, generosity
davinci,175000000000,False,The only thing money can't buy is poverty.,J,-2.8037734,1, poverty,2.8037734, poverty
davinci,175000000000,False,The only time my father ever raised a hand to his children was in discipline.,S,-6.209292,1, discipline,6.209292, discipline
davinci,175000000000,False,The only time my father ever raised a hand to his children was in self-defense.,J,-2.766089705,3, self-defense,2.766089705, self-defense
davinci,175000000000,False,The paint turned out to be the wrong color.,E,-0.5100099,1, color,0.5100099, color
davinci,175000000000,False,The painter used water-based paint for the interior of the house but enamel for the exterior.,E,-0.36622298,1, exterior,0.36622298, exterior
davinci,175000000000,False,The penalty for dishonesty is the disgrace of dying rich.,J,-5.95391,1, rich,5.95391, rich
davinci,175000000000,False,The penalty for dishonesty is the disgrace of dying unloved.,S,-9.07632348,2, unloved,9.07632348, unloved
davinci,175000000000,False,The perfect companion to a vegetarian dinner is a salad.,S,-3.5006723,1, salad,3.5006723, salad
davinci,175000000000,False,The perfect companion to a vegetarian dinner is a steak.,J,-8.488396,1, steak,8.488396, steak
davinci,175000000000,False,The policeman saw him throw the bottle out the window and gave him a ticket for littering.,E,-0.263806456,2, littering,0.263806456, littering
davinci,175000000000,False,The Republican candidate won the election by a landslide.,E,-2.049456,1, landslide,2.049456, landslide
davinci,175000000000,False,The rodeo champion was quite proud of his big silver belt buckle.,E,-0.014694755,1, buckle,0.014694755, buckle
davinci,175000000000,False,The show had one act that was really offbeat: the clowns.,S,-7.337074,2, clowns,7.337074, clowns
davinci,175000000000,False,The show had one act that was really offbeat: the singer.,J,-5.54996,1, singer,5.54996, singer
davinci,175000000000,False,The surgeon tried vainly to save his patient.,E,-2.1485815,1, patient,2.1485815, patient
davinci,175000000000,False,The teacher wrote the problem on the board.,E,-0.3888901,1, board,0.3888901, board
davinci,175000000000,False,The terrorists planted a bomb in the airport and four people were killed in the explosion.,E,-0.6674398,1, explosion,0.6674398, explosion
davinci,175000000000,False,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little finding.,J,-9.326719,1, finding,9.326719, finding
davinci,175000000000,False,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little sightseeing.,S,-8.03903732,2, sightseeing,8.03903732, sightseeing
davinci,175000000000,False,The victim was rushed to the hospital in an ambulance.,E,-0.6702545,1, ambulance,0.6702545, ambulance
davinci,175000000000,False,The visitor stared at the grandfather clock and seemed almost hypnotized by the swinging of the pendulum.,E,-0.066753815,2, pendulum,0.066753815, pendulum
davinci,175000000000,False,The whole town came to hear their mayor speak.,E,-1.040475,1, speak,1.040475, speak
davinci,175000000000,False,The wind was so strong it blew out three fuses.,J,-7.8277727,2, fuses,7.8277727, fuses
davinci,175000000000,False,The wind was so strong it blew out three streetlights.,S,-4.7023999,2, streetlights,4.7023999, streetlights
davinci,175000000000,False,The woman in the grocery store was handing out free samples.,E,-0.8135015,1, samples,0.8135015, samples
davinci,175000000000,False,The woman who has her husband eating out of her hand must save a lot of dishwashing.,J,-6.5244202,2, dishwashing,6.5244202, dishwashing
davinci,175000000000,False,The woman who has her husband eating out of her hand must save a lot of heartbreak.,S,-10.6646913,2, heartbreak,10.6646913, heartbreak
davinci,175000000000,False,There were over a hundred trees in the apple orchard.,E,-0.121506242,2, orchard,0.121506242, orchard
davinci,175000000000,False,They planned to dig a tunnel in order to escape.,E,-2.9696903,1, escape,2.9696903, escape
davinci,175000000000,False,They redecorated the bar with new drunks.,J,-12.265148,2, drunks,12.265148, drunks
davinci,175000000000,False,They redecorated the bar with new wood.,S,-4.036668,1, wood,4.036668, wood
davinci,175000000000,False,They went to Las Vegas and got married in one of those quickie wedding chapels.,E,-0.0695628086,2, chapels,0.0695628086, chapels
davinci,175000000000,False,This fall two things are turning yellow: trees and bushes.,S,-7.0150805,1, bushes,7.0150805, bushes
davinci,175000000000,False,This fall two things are turning yellow: trees and investors.,J,-10.514629,1, investors,10.514629, investors
davinci,175000000000,False,"This house comes with a lot of extras, mostly termites.",J,-10.8437704,2, termites,10.8437704, termites
davinci,175000000000,False,"This house comes with a lot of extras, mostly upgrades.",S,-5.281794,1, upgrades,5.281794, upgrades
davinci,175000000000,False,"This new computer works so quickly, it comes complete with games.",S,-7.6146526,1, games,7.6146526, games
davinci,175000000000,False,"This new computer works so quickly, it comes complete with ulcers.",J,-10.98918157,2, ulcers,10.98918157, ulcers
davinci,175000000000,False,"Though most people think it's Rome, the world's most beloved capital is actually dollars.",J,-16.519564,1, dollars,16.519564, dollars
davinci,175000000000,False,"Though most people think it's Rome, the world's most beloved capital is actually Vienna.",S,-4.147463,1, Vienna,4.147463, Vienna
davinci,175000000000,False,Three people were killed in a major highway accident.,E,-1.0324018,1, accident,1.0324018, accident
davinci,175000000000,False,Tim threw a rock and broke the window.,E,-1.178624,1, window,1.178624, window
davinci,175000000000,False,"To clothe one soldier, it takes the wool from two sheep and the hides from three animals.",S,-4.312104,1, animals,4.312104, animals
davinci,175000000000,False,"To clothe one soldier, it takes the wool from two sheep and the hides from three taxpayers.",J,-13.56341,1, taxpayers,13.56341, taxpayers
davinci,175000000000,False,"To get something done, a committee should consist of no more than three people, two of whom are dead.",J,-9.815791,1, dead,9.815791, dead
davinci,175000000000,False,"To get something done, a committee should consist of no more than three people, two of whom are workers.",S,-14.637713,1, workers,14.637713, workers
davinci,175000000000,False,To keep the dogs out of the yard he put up a fence.,E,-1.4159237,1, fence,1.4159237, fence
davinci,175000000000,False,To pay for the car Al simply wrote a check.,E,-0.25105786,1, check,0.25105786, check
davinci,175000000000,False,Too many girls believe that the chief foundation for true love is a large fortune.,S,-5.2919016,1, fortune,5.2919016, fortune
davinci,175000000000,False,Too many girls believe that the chief foundation for true love is a large stone.,J,-7.721062,1, stone,7.721062, stone
davinci,175000000000,False,Two things are essential for success: wealth and fame.,S,-5.18102,1, fame,5.18102, fame
davinci,175000000000,False,Two things are essential for success: wealth and money.,J,-6.9177704,1, money,6.9177704, money
davinci,175000000000,False,We finally got a decent picture on the TV after an hour of adjusting the antenna.,E,-1.1391196,1, antenna,1.1391196, antenna
davinci,175000000000,False,We live in a lovely suburb; it's just two miles beyond our income.,J,-8.309267,1, income,8.309267, income
davinci,175000000000,False,We live in a lovely suburb; it's just two miles beyond our town.,S,-3.2098527,1, town,3.2098527, town
davinci,175000000000,False,"We used to have food on the table as soon as the customer was seated, but our new system requires more effort.",S,-5.6709905,1, effort,5.6709905, effort
davinci,175000000000,False,"We used to have food on the table as soon as the customer was seated, but our new system requires more plates.",J,-7.3066444,1, plates,7.3066444, plates
davinci,175000000000,False,"When an irresistible force meets an immovable object, you get two very angry entities.",S,-5.496251,1, entities,5.496251, entities
davinci,175000000000,False,"When an irresistible force meets an immovable object, you get two very angry women.",J,-4.821931,1, women,4.821931, women
davinci,175000000000,False,"When he stepped into the elevator, he knew Jennifer had just been there by the smell of her perfume.",E,-0.22276168,1, perfume,0.22276168, perfume
davinci,175000000000,False,"When I asked how long I should cook the noodles, he said at least ten inches.",J,-11.238546,1, inches,11.238546, inches
davinci,175000000000,False,"When I asked how long I should cook the noodles, he said at least ten seconds.",S,-5.746153,1, seconds,5.746153, seconds
davinci,175000000000,False,"When I asked the bartender for something cold and full of rum, he recommended his daiquiri.",S,-7.389894092,3, daiquiri,7.389894092, daiquiri
davinci,175000000000,False,"When I asked the bartender for something cold and full of rum, he recommended his wife.",J,-4.771745,1, wife,4.771745, wife
davinci,175000000000,False,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the dressmaker.",J,-4.8127038,2, dressmaker,4.8127038, dressmaker
davinci,175000000000,False,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the mistress.",S,-6.384506,1, mistress,6.384506, mistress
davinci,175000000000,False,"When it comes to keeping warm, nothing beats a thermal brunette.",J,-13.68165417,2, brunette,13.68165417, brunette
davinci,175000000000,False,"When it comes to keeping warm, nothing beats a thermal parka.",S,-7.095653323,2, parka,7.095653323, parka
davinci,175000000000,False,"When John bought a bulldog, it was no time at all before he had that dog eating out of his fingers.",S,-8.382132,1, fingers,8.382132, fingers
davinci,175000000000,False,"When John bought a bulldog, it was no time at all before he had that dog eating out of his leg.",J,-13.148274,1, leg,13.148274, leg
davinci,175000000000,False,"When reviewing your notes for a test, the most important ones will be capitalized.",S,-9.739472466,2, capitalized,9.739472466, capitalized
davinci,175000000000,False,"When reviewing your notes for a test, the most important ones will be illegible.",J,-9.904854985,2, illegible,9.904854985, illegible
davinci,175000000000,False,"When the kid came into the store and asked for empty boxes, the owner gave him the crate.",S,-9.384466,1, crate,9.384466, crate
davinci,175000000000,False,"When the kid came into the store and asked for empty boxes, the owner gave him the register.",J,-8.586962,1, register,8.586962, register
davinci,175000000000,False,When they were in London they visited Buckingham Palace.,E,-0.02574224,1, Palace,0.02574224, Palace
davinci,175000000000,False,"When we got divorced, my wife and I split the house; she got the inside.",J,-4.2044153,1, inside,4.2044153, inside
davinci,175000000000,False,"When we got divorced, my wife and I split the house; she got the kitchen.",S,-2.905562,1, kitchen,2.905562, kitchen
davinci,175000000000,False,"When we watch a sexy movie, my wife leans over and breathes on my collar.",S,-8.463052,1, collar,8.463052, collar
davinci,175000000000,False,"When we watch a sexy movie, my wife leans over and breathes on my glasses.",J,-8.473694,1, glasses,8.473694, glasses
davinci,175000000000,False,"When you go to bed, turn off the lights.",E,-1.0427729,1, lights,1.0427729, lights
davinci,175000000000,False,"When you own an ice cream business, your favorite flavor is aspirin.",J,-16.845926,1, aspirin,16.845926, aspirin
davinci,175000000000,False,"When you own an ice cream business, your favorite flavor is everything.",S,-6.088214,1, everything,6.088214, everything
davinci,175000000000,False,"Where I'm from, the two most common elements are hydrogen and nitrogen.",S,-10.308813,1, nitrogen,10.308813, nitrogen
davinci,175000000000,False,"Where I'm from, the two most common elements are hydrogen and stupidity.",J,-0.012507095,1, stupidity,0.012507095, stupidity
davinci,175000000000,False,"Women don't dress to please men; if they did, they'd dress a lot faster.",J,-7.7560616,1, faster,7.7560616, faster
davinci,175000000000,False,"Women don't dress to please men; if they did, they'd dress a lot scantier.",S,-8.07402534122,2, scantier,8.07402534122, scantier
davinci,175000000000,False,Women were not allowed to vote until when Congress passed the nineteenth amendment to the constitution.,E,-2.1578724,1, constitution,2.1578724, constitution
davinci,175000000000,False,Yesterday they canoed down the river.,E,-1.6368392,1, river,1.6368392, river
davinci,175000000000,False,You can keep your kids out of hot water with dishes.,J,-10.135592,1, dishes,10.135592, dishes
davinci,175000000000,False,You can keep your kids out of hot water with rules.,S,-8.255893,1, rules,8.255893, rules
davinci,175000000000,False,You could tell he had grown up in the South by his accent.,E,-1.5045155,1, accent,1.5045155, accent
text-ada-001,350000000,True,A committee keeps minutes and takes hours.,J,-10.46695,1, hours,10.46695, hours
text-ada-001,350000000,True,A committee keeps minutes and takes votes.,S,-3.0892441,1, votes,3.0892441, votes
text-ada-001,350000000,True,A device for finding furniture in the dark is a candle.,S,-10.960164,1, candle,10.960164, candle
text-ada-001,350000000,True,A device for finding furniture in the dark is a shin.,J,-12.85277,1, shin,12.85277, shin
text-ada-001,350000000,True,A good source of vitamin A is orange vegetables like carrots.,E,-3.3438222,1, carrots,3.3438222, carrots
text-ada-001,350000000,True,A good way to blow your mind is to smoke gunpowder.,J,-24.661436,2, gunpowder,24.661436, gunpowder
text-ada-001,350000000,True,A good way to blow your mind is to smoke heroin.,S,-12.653084,1, heroin,12.653084, heroin
text-ada-001,350000000,True,A man who has lost ninety percent of his brain is called a widower.,J,-13.5726223324,2, widower,13.5726223324, widower
text-ada-001,350000000,True,A man who has lost ninety percent of his brain is called a zombie.,S,-3.981723,1, zombie,3.981723, zombie
text-ada-001,350000000,True,A problem drinker is one who never buys.,J,-12.737728,1, buys,12.737728, buys
text-ada-001,350000000,True,A problem drinker is one who never quits.,S,-8.760857399999999,2, quits,8.760857399999999, quits
text-ada-001,350000000,True,A replacement player hit a home run with my ball.,S,-8.235438,1, ball,8.235438, ball
text-ada-001,350000000,True,A replacement player hit a home run with my girl.,J,-13.062347,1, girl,13.062347, girl
text-ada-001,350000000,True,A thoughtful wife has pork chops ready when her husband comes home from fishing.,J,-14.336316,1, fishing,14.336316, fishing
text-ada-001,350000000,True,A thoughtful wife has pork chops ready when her husband comes home from working.,S,-7.1806555,1, working,7.1806555, working
text-ada-001,350000000,True,A vacation is the shortest distance between two locations.,S,-6.931624,1, locations,6.931624, locations
text-ada-001,350000000,True,A vacation is the shortest distance between two paychecks.,J,-19.022206,2, paychecks,19.022206, paychecks
text-ada-001,350000000,True,"After Olga tore her red dress, she went to the store for a needle and a spool of red thread.",E,-2.0968823,1, thread,2.0968823, thread
text-ada-001,350000000,True,"All roads lead to Rome, and all detours lead to profanity.",J,-15.904772,2, profanity,15.904772, profanity
text-ada-001,350000000,True,"All roads lead to Rome, and all detours lead to somewhere.",S,-14.009521,1, somewhere,14.009521, somewhere
text-ada-001,350000000,True,All the plates were garnished with little sprigs of parsley.,E,-4.3644986051400005,2, parsley,4.3644986051400005, parsley
text-ada-001,350000000,True,Another thing a small boy is constantly outgrowing is his allowance.,J,-10.303125,1, allowance,10.303125, allowance
text-ada-001,350000000,True,Another thing a small boy is constantly outgrowing is his underwear.,S,-8.475455,1, underwear,8.475455, underwear
text-ada-001,350000000,True,Another thing that has developed by leaps and bounds is the modern dance.,J,-7.172515,1, dance,7.172515, dance
text-ada-001,350000000,True,Another thing that has developed by leaps and bounds is the modern science.,S,-7.9950285,1, science,7.9950285, science
text-ada-001,350000000,True,Arguments between couples are healthy; sometimes they even prevent breakups.,S,-4.95633708,2, breakups,4.95633708, breakups
text-ada-001,350000000,True,Arguments between couples are healthy; sometimes they even prevent marriage.,J,-4.8240333,1, marriage,4.8240333, marriage
text-ada-001,350000000,True,Autobiography is an unrivaled vehicle for telling the truth about others.,J,-11.940006,1, others,11.940006, others
text-ada-001,350000000,True,Autobiography is an unrivaled vehicle for telling the truth about somebody.,S,-6.1236467,1, somebody,6.1236467, somebody
text-ada-001,350000000,True,Autumn is a good time to buy some new clothes.,E,-2.643124,1, clothes,2.643124, clothes
text-ada-001,350000000,True,"Because of his diabetes, he had to take daily shots of insulin.",E,-2.730726,1, insulin,2.730726, insulin
text-ada-001,350000000,True,"Before the outdoor concert, he packed a basket with wine and food for a picnic.",E,-5.0847344,1, picnic,5.0847344, picnic
text-ada-001,350000000,True,Bill jumped in the lake and made a big splash.,E,-2.0482318,1, splash,2.0482318, splash
text-ada-001,350000000,True,"By the time Mary had her fourteenth child, she'd run out of names to call her husband.",J,-11.970602,1, husband,11.970602, husband
text-ada-001,350000000,True,"By the time Mary had her fourteenth child, she'd run out of names to call her offspring.",S,-7.02641,1, offspring,7.02641, offspring
text-ada-001,350000000,True,"Charged with statutory rape, he told the judge he didn't know she was a statue.",J,-13.642486,1, statue,13.642486, statue
text-ada-001,350000000,True,"Charged with statutory rape, he told the judge he didn't know she was a teenager.",S,-8.31385,1, teenager,8.31385, teenager
text-ada-001,350000000,True,Cocktail lounges are usually half lit to match the patrons.,J,-12.571979,1, patrons,12.571979, patrons
text-ada-001,350000000,True,Cocktail lounges are usually half lit to match the setting.,S,-6.5359206,1, setting,6.5359206, setting
text-ada-001,350000000,True,"Congress taxes our income, our property, and our patience.",J,-8.5952015,1, patience,8.5952015, patience
text-ada-001,350000000,True,"Congress taxes our income, our property, and our purchases.",S,-8.731928,1, purchases,8.731928, purchases
text-ada-001,350000000,True,"Diamonds are produced by great pressure, usually provided by a girlfriend.",J,-13.095953,1, girlfriend,13.095953, girlfriend
text-ada-001,350000000,True,"Diamonds are produced by great pressure, usually provided by a piston.",S,-8.713652,1, piston,8.713652, piston
text-ada-001,350000000,True,Dogs crack open bones so they can eat the marrow.,E,-2.1417499,1, marrow,2.1417499, marrow
text-ada-001,350000000,True,"During the worst part of the drought, people were encouraged to not always flush the toilet.",E,-1.4050632,1, toilet,1.4050632, toilet
text-ada-001,350000000,True,Eva turned down the heat and left the sauce on the stove to simmer.,E,-5.1704745,1, simmer,5.1704745, simmer
text-ada-001,350000000,True,Every introductory sailing class includes learning how to save a man drowning.,E,-9.792549,1, drowning,9.792549, drowning
text-ada-001,350000000,True,"Every time I wear my spring coat in the rain, it damages the fabric.",S,-0.59842163,1, fabric,0.59842163, fabric
text-ada-001,350000000,True,"Every time I wear my spring coat in the rain, it damages the springs.",J,-11.17859,1, springs,11.17859, springs
text-ada-001,350000000,True,Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little platform.,S,-12.813027,1, platform,12.813027, platform
text-ada-001,350000000,True,Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little water.,J,-8.682027,1, water,8.682027, water
text-ada-001,350000000,True,"Except for not having a shell, slugs are a lot like snails.",E,-4.184366995,2, snails,4.184366995, snails
text-ada-001,350000000,True,"Figures don't lie, except on the beaches.",J,-8.9497385,1, beaches,8.9497385, beaches
text-ada-001,350000000,True,"Figures don't lie, except on the page.",S,-6.081393,1, page,6.081393, page
text-ada-001,350000000,True,"For a great vacation, put the kids in the back seat, and take a cruise.",J,-9.091174,1, cruise,9.091174, cruise
text-ada-001,350000000,True,"For a great vacation, put the kids in the back seat, and take a freeway.",S,-11.040686,1, freeway,11.040686, freeway
text-ada-001,350000000,True,"For his thirtieth birthday, all his friends gathered to celebrate.",E,-0.028309673,1, celebrate,0.028309673, celebrate
text-ada-001,350000000,True,For lunch he had an apple and a peanut butter sandwich.,E,-2.002222,1, sandwich,2.002222, sandwich
text-ada-001,350000000,True,"Frequent naps prevent old age, especially when taken while driving.",J,-12.101329,1, driving,12.101329, driving
text-ada-001,350000000,True,"Frequent naps prevent old age, especially when taken while relaxed.",S,-10.675461,1, relaxed,10.675461, relaxed
text-ada-001,350000000,True,Good Friday commemorates the Last Supper that Jesus had with his twelve disciples.,E,-5.3453155,1, disciples,5.3453155, disciples
text-ada-001,350000000,True,Hal wrote her a love letter.,E,-0.13190171,1, letter,0.13190171, letter
text-ada-001,350000000,True,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough change.",S,-11.048797,1, change,11.048797, change
text-ada-001,350000000,True,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough room.",J,-8.9037075,1, room,8.9037075, room
text-ada-001,350000000,True,He drank so much that he eventually became a beverage.,J,-8.006613,1, beverage,8.006613, beverage
text-ada-001,350000000,True,He drank so much that he eventually became a lush.,S,-8.044708,1, lush,8.044708, lush
text-ada-001,350000000,True,He got a medal for bravery on the beach when he rescued a girl from a lifeguard.,J,-8.6370313,2, lifeguard,8.6370313, lifeguard
text-ada-001,350000000,True,He got a medal for bravery on the beach when he rescued a girl from a shipwreck.,S,-5.353141180000001,2, shipwreck,5.353141180000001, shipwreck
text-ada-001,350000000,True,He hung her coat in the closet.,E,-0.6232605,1, closet,0.6232605, closet
text-ada-001,350000000,True,He is at the age when all the numbers in his little black book belong to doctors.,J,-23.06293,1, doctors,23.06293, doctors
text-ada-001,350000000,True,He is at the age when all the numbers in his little black book belong to friends.,S,-22.15302,1, friends,22.15302, friends
text-ada-001,350000000,True,"He is probably the best boxer in the country, but he always loses in the city.",J,-10.026018,1, city,10.026018, city
text-ada-001,350000000,True,"He is probably the best boxer in the country, but he always loses in the competition.",S,-8.128235,1, competition,8.128235, competition
text-ada-001,350000000,True,He likes to make things around the house; this week it's the maid.,J,-12.3655815,1, maid,12.3655815, maid
text-ada-001,350000000,True,He likes to make things around the house; this week it's the shelves.,S,-9.021829,1, shelves,9.021829, shelves
text-ada-001,350000000,True,"He owns stock in a company that pays quarterly dividends, so every three months they send him a quarter.",J,-10.864923,1, quarter,10.864923, quarter
text-ada-001,350000000,True,"He owns stock in a company that pays quarterly dividends, so every three months they send him a statement.",S,-9.477653,1, statement,9.477653, statement
text-ada-001,350000000,True,He says he doesn't like to drink because it makes him feel happy.,J,-9.450054,1, happy,9.450054, happy
text-ada-001,350000000,True,He says he doesn't like to drink because it makes him feel sad.,S,-13.20563,1, sad,13.20563, sad
text-ada-001,350000000,True,He spilled some of the quart of oil onto the engine because he didn't have a funnel.,E,-9.4301815,1, funnel,9.4301815, funnel
text-ada-001,350000000,True,"He thought that he could turn from Grant onto Prince, but the two streets are parallel.",E,-8.895267,1, parallel,8.895267, parallel
text-ada-001,350000000,True,"He told her he wasn't himself, and she said she'd noticed the improvement.",J,-10.397315,1, improvement,10.397315, improvement
text-ada-001,350000000,True,"He told her he wasn't himself, and she said she'd noticed the problem.",S,-14.545518,1, problem,14.545518, problem
text-ada-001,350000000,True,"He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a balloon.",J,-6.219815,1, balloon,6.219815, balloon
text-ada-001,350000000,True,"He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a truck.",S,-12.112462,1, truck,12.112462, truck
text-ada-001,350000000,True,"He told me he's not broke, just badly bent.",J,-11.370387,1, bent,11.370387, bent
text-ada-001,350000000,True,"He told me he's not broke, just badly off.",S,-7.848561,1, off,7.848561, off
text-ada-001,350000000,True,He was teaching his girlfriend how to swim when the lifeguard made them move to the lake.,J,-11.120034,1, lake,11.120034, lake
text-ada-001,350000000,True,He was teaching his girlfriend how to swim when the lifeguard made them move to the shallows.,S,-9.99738545,2, shallows,9.99738545, shallows
text-ada-001,350000000,True,He wondered if the storm had done much damage.,E,-0.2699967,1, damage,0.2699967, damage
text-ada-001,350000000,True,"He's never given a girl a present, but he did give a few a pretty good reputation.",J,-11.058279,1, reputation,11.058279, reputation
text-ada-001,350000000,True,"He's never given a girl a present, but he did give a few a pretty good surprise.",S,-11.845429,1, surprise,11.845429, surprise
text-ada-001,350000000,True,He's planning an extended vacation: he hopes to spend three weeks on his couch.,J,-9.66083,1, couch,9.66083, couch
text-ada-001,350000000,True,He's planning an extended vacation: he hopes to spend three weeks on his sailboat.,S,-6.489602329499999,2, sailboat,6.489602329499999, sailboat
text-ada-001,350000000,True,Her press agent was operated on for an ingrown beeper.,J,-7.8633905,2, beeper,7.8633905, beeper
text-ada-001,350000000,True,Her press agent was operated on for an ingrown eyelash.,S,-11.077038620000002,2, eyelash,11.077038620000002, eyelash
text-ada-001,350000000,True,His doctor recommended he stay flat on his back ever since he was hit by a motorist.,S,-12.7695765,2, motorist,12.7695765, motorist
text-ada-001,350000000,True,His doctor recommended he stay flat on his back ever since he was hit by a steamroller.,J,-13.3648312,2, steamroller,13.3648312, steamroller
text-ada-001,350000000,True,His job was to keep the sidewalk clean.,E,-1.5019116,1, clean,1.5019116, clean
text-ada-001,350000000,True,His sandwich came with chips and a dill pickle.,E,-1.1283326,2, pickle,1.1283326, pickle
text-ada-001,350000000,True,His wife sued for divorce and asked for custody of the cash.,J,-13.397392,1, cash,13.397392, cash
text-ada-001,350000000,True,His wife sued for divorce and asked for custody of the cat.,S,-12.156135,1, cat,12.156135, cat
text-ada-001,350000000,True,"I appreciate the more expensive things in life: diamonds, caviar, and champagne.",S,-8.474752,1, champagne,8.474752, champagne
text-ada-001,350000000,True,"I appreciate the more expensive things in life: diamonds, caviar, and postage.",J,-13.477456,1, postage,13.477456, postage
text-ada-001,350000000,True,"I asked him if he started out as an editor, and he said that years ago he used to be a boy.",J,-10.2039175,1, boy,10.2039175, boy
text-ada-001,350000000,True,"I asked him if he started out as an editor, and he said that years ago he used to be a journalist.",S,-1.2343034,1, journalist,1.2343034, journalist
text-ada-001,350000000,True,"I asked the florist what I should give to my girlfriend, and he suggested his address.",J,-12.045331,1, address,12.045331, address
text-ada-001,350000000,True,"I asked the florist what I should give to my girlfriend, and he suggested his tulips.",S,-14.57972753,2, tulips,14.57972753, tulips
text-ada-001,350000000,True,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a dress.",J,-13.094614,1, dress,13.094614, dress
text-ada-001,350000000,True,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a name.",S,-3.8562615,1, name,3.8562615, name
text-ada-001,350000000,True,"I can walk on water, but I stagger on alcohol.",J,-15.482559,1, alcohol,15.482559, alcohol
text-ada-001,350000000,True,"I can walk on water, but I stagger on concrete.",S,-6.217162,1, concrete,6.217162, concrete
text-ada-001,350000000,True,"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my pay.",S,-9.453372,1, pay,9.453372, pay
text-ada-001,350000000,True,"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my umbrella.",J,-17.0609,1, umbrella,17.0609, umbrella
text-ada-001,350000000,True,"I got a car for my wife, and I thought it was a good choice.",S,-5.271092,1, choice,5.271092, choice
text-ada-001,350000000,True,"I got a car for my wife, and I thought it was a good trade.",J,-10.986553,1, trade,10.986553, trade
text-ada-001,350000000,True,"I hope this train stops at Grand Central because if it doesn't, there will be a crash.",J,-8.712325,1, crash,8.712325, crash
text-ada-001,350000000,True,"I hope this train stops at Grand Central because if it doesn't, there will be a delay.",S,-11.0403385,1, delay,11.0403385, delay
text-ada-001,350000000,True,I knew a streetwalker who was so exclusive she had an unlisted telephone booth.,J,-9.766572,1, booth,9.766572, booth
text-ada-001,350000000,True,I knew a streetwalker who was so exclusive she had an unlisted telephone line.,S,-4.5133514,1, line,4.5133514, line
text-ada-001,350000000,True,I know one couple who got divorced and had to leave the house to the attorney.,J,-13.305789,1, attorney,13.305789, attorney
text-ada-001,350000000,True,I know one couple who got divorced and had to leave the house to the daughter.,S,-12.230049,1, daughter,12.230049, daughter
text-ada-001,350000000,True,"I still miss my ex-wife, but I am improving my aim.",J,-14.06278,1, aim,14.06278, aim
text-ada-001,350000000,True,"I still miss my ex-wife, but I am improving my ego.",S,-11.667397,1, ego,11.667397, ego
text-ada-001,350000000,True,I went to a place that serves breakfast any time and ordered French toast in the nighttime.,S,-11.076991,1, nighttime,11.076991, nighttime
text-ada-001,350000000,True,I went to a place that serves breakfast any time and ordered French toast in the Renaissance.,J,-14.004283,1, Renaissance,14.004283, Renaissance
text-ada-001,350000000,True,"I've got Parkinson's disease, and he's got gout.",S,-11.7118414,2, gout,11.7118414, gout
text-ada-001,350000000,True,"I've got Parkinson's disease, and he's got mine.",J,-6.6632786,1, mine,6.6632786, mine
text-ada-001,350000000,True,"If there's one thing that counts in business, it's bookkeepers.",J,-17.9646125,2, bookkeepers,17.9646125, bookkeepers
text-ada-001,350000000,True,"If there's one thing that counts in business, it's resources.",S,-9.038631,1, resources,9.038631, resources
text-ada-001,350000000,True,"If you're filthy rich, sending your kids to college is a wonderful cleaner.",J,-17.703089,1, cleaner,17.703089, cleaner
text-ada-001,350000000,True,"If you're filthy rich, sending your kids to college is a wonderful luxury.",S,-6.860191,1, luxury,6.860191, luxury
text-ada-001,350000000,True,In some marriages the bride is given away by the family.,S,-6.6776733,1, family,6.6776733, family
text-ada-001,350000000,True,In some marriages the bride is given away by the press.,J,-15.703702,1, press,15.703702, press
text-ada-001,350000000,True,"In the game of golf, nothing counts as much as your drives.",S,-10.402231,1, drives,10.402231, drives
