model,sentence,answer,shots,condition,correct,yes_lp,no_lp,lp_ratio
text-davinci-002,"When you go to bed, turn off the lights.",The lights are on.,1,E,yes,-6.4556456,-0.08979545,-6.36585015
text-davinci-002,"When you own an ice cream business, your favorite flavor is aspirin.",Running an ice cream business can give you a headache.,1,J,yes,-0.31843308,-6.44333,6.124896919999999
text-davinci-002,"When you own an ice cream business, your favorite flavor is everything.",You start to like all the flavors.,1,S,yes,-0.09509154,-4.2744217,4.17933016
text-davinci-002,"Where I'm from, the two most common elements are hydrogen and nitrogen.",Phosphorus is the most common element in my hometown.,1,S,no,-11.685338,-0.041342344,-11.643995656
text-davinci-002,"Where I'm from, the two most common elements are hydrogen and stupidity.",People in my hometown are very smart.,1,J,no,-15.9112625,-0.11524479,-15.79601771
text-davinci-002,"Women don't dress to please men; if they did, they'd dress a lot faster.",Women take a long time to get dressed.,1,J,yes,-4.5248523,-0.04105396,-4.48379834
text-davinci-002,"Women don't dress to please men; if they did, they'd dress a lot scantier.",Men prefer women who wear a lot of clothes.,1,S,no,-10.4322815,-0.03586801,-10.39641349
text-davinci-002,Women were not allowed to vote until when Congress passed the nineteenth amendment to the constitution.,Women in 1900 could not vote.,1,E,yes,-0.23628618,-5.512764,5.27647782
text-davinci-002,Yesterday they canoed down the river.,They spent yesterday outdoors.,1,E,yes,-0.4129147,-1.7163393,1.3034246
text-davinci-002,You can keep your kids out of hot water with dishes.,Kids like to wash dishes.,1,J,no,-5.4429235,-0.015381752,-5.427541748
text-davinci-002,You can keep your kids out of hot water with rules.,Clear boundaries help keep kids out of trouble.,1,S,yes,-0.011885148,-11.629292,11.617406852
text-davinci-002,You could tell he had grown up in the South by his accent.,He talked like a Southerner.,1,E,yes,-0.15972495,-12.013321,11.85359605
